6780275 | Bacillus amyloliquefaciens | cold | rice | The results of the present study indicate that wheat plants exposed to cold stress had an increased level of accumulated proline and decreased MDA level upon inoculation with cold tolerant bacteria and our results conform to those of  reference as they also reported the same when they inoculated Bacillus amyloliquefaciens in rice to alleviate drought and salinity stress. | YES
8426455 | Actinobacteria | drought | Oryza longistaminata | This study demonstrates that drought-tolerant wild rice Oryza longistaminata made aboveground–belowground patterns to overcome drought stress, including enrichment of Actinobacteria in belowground compartments, highlights the important role of the stochastic assembly process in governing the microbial community assembly, and points out the important role of drought-negative response taxa in maintaining belowground microbial community stability under drought disturbance, and have implications relevant to drought protection strategies using root-associated microbiota. | YES
8071382 | Rhizoglomus clarum | drought stress | tomato | Rhizoglomus clarum encouraged higher growth in colonized tomato plants aerial biomass than in root biomass under drought stress  reference because AM colonization causes a proportionally greater allocation of carbohydrates to the shoot than to the root tissues  reference. | YES
7933552 | Aspergillus | heat stress | perennial ryegrass | According to our results, we propose four important Aspergillus aculeatus-mediated mechanisms of perennial ryegrass response to drought and heat stress: 1 Aspergillus aculeatus can regulate hormone homeostasis, 2 reduced the damage to photosynthetic system of plants induced by drought and heat stress, 3 reduced oxidative damage of plants induced by drought and heat stress, 4 altered gene expression levels related to drought and heat stress. | YES
7933552 | Aspergillus | drought | perennial ryegrass | According to our results, we propose four important Aspergillus aculeatus-mediated mechanisms of perennial ryegrass response to drought and heat stress: 1 Aspergillus aculeatus can regulate hormone homeostasis, 2 reduced the damage to photosynthetic system of plants induced by drought and heat stress, 3 reduced oxidative damage of plants induced by drought and heat stress, 4 altered gene expression levels related to drought and heat stress. | YES
7933552 | Aspergillus aculeatus | heat stress | perennial ryegrass | According to our results, we propose four important Aspergillus aculeatus-mediated mechanisms of perennial ryegrass response to drought and heat stress: 1 Aspergillus aculeatus can regulate hormone homeostasis, 2 reduced the damage to photosynthetic system of plants induced by drought and heat stress, 3 reduced oxidative damage of plants induced by drought and heat stress, 4 altered gene expression levels related to drought and heat stress. | YES
7933552 | Aspergillus aculeatus | drought | perennial ryegrass | According to our results, we propose four important Aspergillus aculeatus-mediated mechanisms of perennial ryegrass response to drought and heat stress: 1 Aspergillus aculeatus can regulate hormone homeostasis, 2 reduced the damage to photosynthetic system of plants induced by drought and heat stress, 3 reduced oxidative damage of plants induced by drought and heat stress, 4 altered gene expression levels related to drought and heat stress. | YES
9608499 | Bacillus | Saline Conditions | wheat | Bacillus Strains Enhance Plant Growth under Saline Conditions         In the current study plant growth and root morphological parameters were noticed to be significantly increased in wheat plant inoculated with bacteria under salt stress as shown in  reference and  reference. | YES
10534068 | Nocardioides | salt stress | wheat | The transcript profiles indicate involvement of ABA as predominantly functioning pathway for Nocardioides sp.–mediated salt stress management in early wheat. | YES
7155768 | Bacillus licheniformis | drought | maize | The present study was performed to understand the mechanisms of Bacillus licheniformis FMCH001 in inducing drought resilience in maize by studying growth, ecophysiology, and metabolic changes during progressive drought and recovery. | YES
11284086 | Curtobacterium albidum | salinity | rice | Application of Curtobacterium albidum strain SRV4 in rice under salinity showed the higher activity of antioxidant enzymes, including CAT and SOD, and provided tolerance to salinity compared to non-inoculated plants  reference. | YES
9600683 | Azospirillum brasilense | drought tolerance | Arabidopsis thaliana | Azospirillum brasilense improves drought tolerance in Arabidopsis thaliana by increasing ABA levels  reference. | YES
8869449 | Trichoderma longibrachiatum | salt stress | wheat | reference demonstrated that the PGPF Trichoderma longibrachiatum strain T6 induced the tolerance of wheat seedlings to salt stress through upregulation of SOD, CAT and POX genes, improving the antioxidant defence machinery. | YES
9878403 | rhizobacteria | salinity stress | chickpea | Numerous studies have been undertaken over the past 20 years demonstrating the beneficial role of rhizobacteria on plant growth via eliciting salinity stress coping mechanisms in varied crops paddy, rice, chickpea, wheat, groundnut, alfalfa, and tomato  reference;  reference;  reference;  reference;  reference. | YES
7691295 | Phyllobacterium brassicacearum | osmotic stress | Arabidopsis thaliana | PGPB Phyllobacterium brassicacearum STM196 improved osmotic stress tolerance in Arabidopsis thaliana by increasing ABA content, thus inducing a reduction in leaf transpiration  reference. | YES
8869449 | Bacillus cereus | drought stress | Lycopersicon esculentum | In Lycopersicon esculentum tomato plants treated by a Bacillus cereus AR156 supernatant, an appreciable enhancement to drought stress was reported by Wang et al. | YES
8426455 | Actinobacteria | drought stress | wild rice | This study demonstrates that drought-tolerant wild rice Oryza longistaminata made aboveground–belowground patterns to overcome drought stress, including enrichment of Actinobacteria in belowground compartments, highlights the important role of the stochastic assembly process in governing the microbial community assembly, and points out the important role of drought-negative response taxa in maintaining belowground microbial community stability under drought disturbance, and have implications relevant to drought protection strategies using root-associated microbiota. | YES
7646561 | Paenibacillus polymyxa | drought | Acacia abyssinica | Among single inoculants, Pseudomonas fluorescens and Paenibacillus polymyxa showed the maximum Acacia abyssinica performance under drought conditions. | YES
9814130 | Bacillus proteolyticus | salinity stress | common bean | Considering the two experimental set ups in normal condition and salinity stress, the effect of Bacillus proteolyticus Cyn1 and the consortium of both Cyn1 and Cyn2 was found to be best improving the growth of the common bean. | YES
8426455 | Actinobacteria | drought stress | wild rice | This study demonstrates that drought-tolerant wild rice Oryza longistaminata made aboveground–belowground patterns to overcome drought stress, including enrichment of Actinobacteria in belowground compartments, highlights the important role of the stochastic assembly process in governing the microbial community assembly, and points out the important role of drought-negative response taxa in maintaining belowground microbial community stability under drought disturbance, and have implications relevant to drought protection strategies using root-associated microbiota. | YES
8426455 | Actinobacteria | drought stress | Oryza longistaminata | This study demonstrates that drought-tolerant wild rice Oryza longistaminata made aboveground–belowground patterns to overcome drought stress, including enrichment of Actinobacteria in belowground compartments, highlights the important role of the stochastic assembly process in governing the microbial community assembly, and points out the important role of drought-negative response taxa in maintaining belowground microbial community stability under drought disturbance, and have implications relevant to drought protection strategies using root-associated microbiota. | YES
8584133 | rhizobacteria | salt stress | soybean | The plant-to-microbe signal molecule, genistein, has been used for the alleviation of salt stress during N-fixation in soybean by a species of legume-root nodulating, micro symbiotic nitrogen-fixing bacteria Bradyrhizobium japonicum by inducing particular bacterial genes allowing the bacteria to progress through the N-fixation process and fix atmospheric nitrogen while being environmentally and economically viable  reference, reference, reference along with other soil microbes including plant growth-promoting rhizobacteria and mycorrhizal fungi under both greenhouse and field conditions  reference, reference. | YES
10027718 | Pseudomonas alcaliphila | salt stress | rice | However, there is little knowledges of how the Pseudomonas alcaliphila strain Ej2 help rice plants alleviate salt stress. | YES
7933552 | Aspergillus aculeatus | heat stress | perennial ryegrass | Here, the protective effects of Aspergillus aculeatus on OJIP fluorescence transient of perennial ryegrass subjected to heat stress are shown in  reference,  reference. | YES
8071382 | Rhizophagus intraradices | drought stress | onion | Rhizophagus intraradices colonization under varied drought stress intensities resulted in increased N and P levels in both onion and tomato plants, wherein the former host plant was able to survive due to less negative water potential. | YES
6780275 | Bacillus | cold stress | wheat | The inoculated strains CJCL2 and RJGP41 were also able to upregulate the expression levels of genes responsible for producing important plant growth hormones such cytokinin CKX2, auxin ARF, alpha expansin exPA1, and ethylene ERF under cold stress whereas all three Bacillus strains showed up-regulation in the genes of these phytohormones at optimum temperature for wheat growth. | YES
9608499 | Bacillus | salt stress | wheat | Moreover, few detailed studies related to salt stress reduction in wheat plants by halophilic Bacillus strains through regulation of salt-resistant genes MYB, DREB2, HKT1 and WRKY17 were reported in the literature  reference, reference. | YES
8082249 | Trichoderma asperellum | drought stress | sugarcane | Sulfur leaf concentration reduced in drought-stressed sugarcane plants, but Trichoderma asperellum inoculation increased the S acquisition by the plants, not differing from treatments without drought stress  reference. | YES
10745732 | Pseudomonas plecoglossicida | water deficit | wheat | The observed increase in Chl concentration in wheat plants treated with Pseudomonas plecoglossicida 2,4-D was found to be correlated with a decrease in ABA concentration in plant shoots during water deficit  reference. | YES
10512251 | Glomus mosseae | drought stress | Poncirus trifoliata | Glomus mosseae, Glomus versiforme, and Glomus diaphanum endophyte of Poncirus trifoliata also promote drought stress by increasing the peroxidase activity and can also improve the soil textures Wu et al.,  reference. | YES
10512251 | Glomus versiforme | drought stress | Poncirus trifoliata | Glomus mosseae, Glomus versiforme, and Glomus diaphanum endophyte of Poncirus trifoliata also promote drought stress by increasing the peroxidase activity and can also improve the soil textures Wu et al.,  reference. | YES
10534068 | Nocardioides | salinity | wheat | to enhance wheat growth in saline environments and the molecular mechanisms underlying Nocardioides sp.-mediated salinity tolerance in wheat. | YES
9608499 | Bacillus | salt stress | wheat | The ABA level was noticed to be high in plants grown under saline conditions but wheat plants inoculated with halophilic strains were observed to have decreased ABA levels for the purpose of mitigating salinity stress that supports the previous findings of ABA level reduction in inoculated Bacillus strains plants facing salt stress  reference. | YES
9121094 | Rhizobacteria | salt stress | Maize | Mechanism of Plant Growth-Promoting Rhizobacteria in Promoting Maize Growth         The plant responds to salt stress conditions by generating reactive oxygen species ROS, which generate oxidative stain in plants and impair chlorophyll, DNA, protein, and membrane functions  reference. | YES
8071382 | Rhizophagus intraradices | drought stress | onion | Rhizophagus intraradices colonization under varied drought stress intensities resulted in increased N and P levels in both onion and tomato plants, wherein the former host plant was able to survive due to less negative water potential. | YES
8891170 | Aspergillus terreus | saline conditions | maize | Our current findings indicated that Aspergillus terreus established a more significant symbiotic relationship with maize than rice under saline conditions producing phytohormones, showing the possibility of using endophytic microbe in salt-affected soil. | YES
10512251 | Glomus diaphanum | drought stress | Poncirus trifoliata | Glomus mosseae, Glomus versiforme, and Glomus diaphanum endophyte of Poncirus trifoliata also promote drought stress by increasing the peroxidase activity and can also improve the soil textures Wu et al.,  reference. | YES
8416046 | Bacillus amyloliquefaciens | salt tolerance | maize | For instance, overexpression of NHX encoding a tonoplast Na+/H+ antiporter enhanced salt tolerance of Arabidopsis plants Zhang and Blumwald,  reference, while its expression can be induced by inoculations with Bacillus amyloliquefaciens in maize Chen et al.,  reference and Arabidopsis Liu et al.,  reference, but not in rice Nautiyal et al.,  reference, indicating that transcriptome responses are species-dependent. | YES
9658302 | Streptomyces venezuelae | salt tolerance | rice | Moreover, overexpression of acdS in Streptomyces venezuelae significantly boosted the salt tolerance of rice by increasing proline and reducing ethylene and Na+ content compared with that of the original strain  reference       PGP Streptomyces coelicolor DE07, Streptomyces olivaceus DE10, and Streptomyces geysiriensis DE27 were reported to promote the growth of wheat under water stress conditions  reference. | YES
9293653 | SA1 | heat stress | soybean | An increase in proline content and APX activity levels was observed during Bacillus cereus SA1 strain mediated heat stress tolerance in soybean, where SA1 treated soybean plants exhibited several folds higher APX activity levels and proline content over untreated control plants under heat stress  reference. | YES
9658302 | Streptomyces coelicolor | water stress | wheat | Moreover, overexpression of acdS in Streptomyces venezuelae significantly boosted the salt tolerance of rice by increasing proline and reducing ethylene and Na+ content compared with that of the original strain  reference       PGP Streptomyces coelicolor DE07, Streptomyces olivaceus DE10, and Streptomyces geysiriensis DE27 were reported to promote the growth of wheat under water stress conditions  reference. | YES
9658302 | Streptomyces olivaceus | water stress | wheat | Moreover, overexpression of acdS in Streptomyces venezuelae significantly boosted the salt tolerance of rice by increasing proline and reducing ethylene and Na+ content compared with that of the original strain  reference       PGP Streptomyces coelicolor DE07, Streptomyces olivaceus DE10, and Streptomyces geysiriensis DE27 were reported to promote the growth of wheat under water stress conditions  reference. | YES
9428627 | Bacillus | drought | maize | We propose, based on our results, that the reduced content of proline in stressed and inoculated maize when compared to drought-treated plants might be related to their increased tolerance to drought evoked by the action of Bacillus sp. | YES
7641974 | Bacillus fortis | saline conditions | capsicum | A HT-PGPR, Bacillus fortis SSB21, was reported to increase the levels of proline along with a reduction in lipid peroxidation and ROS, alongwith upregulation of stress regulating genes CAPIP2, CaKR1, CaOSM1, and CAChi2 in capsicum under saline conditions 1 and 2 g NaCl kg–1 soil  reference. | YES
8775878 | Trichoderma harzianum | drought stress | rice | Trichoderma harzianum significantly increases the ability of rice plants to tolerate drought stress with the explanation that this fungus manipulates stomatal conductance, leaf greenness, and net photosynthesis, decreasing proline, malondialdehyde, and H2O2 contents, and it increases superoxide dismutase levels, plant height, total dry matter, and relative chlorophyll content in rice plants  reference, reference. | YES
8775878 | Trichoderma harzianum | saline conditions | rice | Trichoderma harzianum has the ability to increase rice plants’ resistance to salinity, as under saline conditions, plants treated with this symbiotic fungus showed higher relative water content and more stomatal conductance, a greater rate of photosynthesis, and higher pigment and proline concentrations compared to untreated plants  reference, reference. | YES
10101020 | Kushneria | salt stress | rice | Importantly, the dominant taxa Kushneria and Bacillus, which are salt tolerant and growth promoting, were isolated from the phyllosphere and rhizosphere, respectively, and verified to have the ability to alleviate salt stress and promote the growth of rice. | YES
10101020 | Bacillus | salt stress | rice | Importantly, the dominant taxa Kushneria and Bacillus, which are salt tolerant and growth promoting, were isolated from the phyllosphere and rhizosphere, respectively, and verified to have the ability to alleviate salt stress and promote the growth of rice. | YES
9706007 | Burkholderia phytofirmans PsJN | cold stress | grapevine | In other studies, Burkholderia phytofirmans PsJN could tolerate cold stress by inducing high concentration of total reducing sugars, glucose, and proline on bacterization of grapevine  reference,  reference. | YES
9706007 | Pseudomonas | cold | wheat | Bacterization of wheat with psychrotolerant Pseudomonas at cold temperature alleviated cold stress by improving chlorophyll, anthocyanin, free proline, total phenolics, starch content, physiologically available iron, proteins, and amino acids. | YES
8869449 | Bacillus subtilis | drought stress | potato | Similarly, PGPR alleviated drought stress in potato Solanum tuberosum L. plants treated with Bacillus subtilis HAS31 by maintaining higher photosynthetic processes, total soluble sugars, proteins and prolines with elevated activity of POX, CAT, and SOD  reference. | YES
8869449 | Bacillus subtilis | drought stress | Solanum tuberosum | Similarly, PGPR alleviated drought stress in potato Solanum tuberosum L. plants treated with Bacillus subtilis HAS31 by maintaining higher photosynthetic processes, total soluble sugars, proteins and prolines with elevated activity of POX, CAT, and SOD  reference. | YES
8072474 | Trichoderma | drought tolerance | rice | Other studies have demonstrated the ability of Trichoderma to improve drought tolerance in rice by modulating proline, superoxide dismutase, and lipid peroxidation products and altering the transcript level of dehydrins-related genes such as LOC_Os01g50700, LOC_Os02g44870, and LOC_Os11g26750  reference. | YES
10255858 | Enterobacter | salt stress | Solanum lycopersicum | The alleviation of salt stress symptoms in Solanum lycopersicum matched with an increase in proline content after the inoculation of Enterobacter 64S1 and Pseudomonas 42P4  reference. | YES
8924888 | Bacillus megaterium | drought tolerance | wheat | Two of the isolated endophytes, Bacillus megaterium and Bacillus licheniformis, were reported to induce drought tolerance in wheat under drought stress, at least partly by enhancing proline level  reference. | YES
10097229 | Rahnella aquatilis | salt stress | acacia | mVOCs from Rahnella aquatilis JZ-GX1 ameliorated the salt stress effects on acacia seedlings by a decrease in malondialdehyde, superoxide anion and hydrogen peroxide content, and an increase in the proline level, superoxide dismutase, peroxidase and glutathione reductase activities  reference. | YES
7344409 | Pseudomonas putida | drought stress | Cicer arietinum | In 2016, Tiwari  reference examined the role of Pseudomonas putida MTCC5279 inoculated in Cicer arietinum plants and showed positive actions against drought stress, including modulation and maintenance of membrane integrity, the accumulation of osmolites proline, glycine betaine, the ability to wash ROS with transcription of the SOD, CAT genes, APX, and glutathione-S-transferase GST, the differential expression of genes involved in the biosynthesis of ethylene, salicylic acid, the activation of jasmonic acid, and the greater production of late embryogenesis abundant LEA proteins and dehydrins DHN. | YES
11284086 | Stenotrophomonas maltophilia | salinity | peanut | Similarly, the application of salt-tolerant Stenotrophomonas maltophilia BJ01 enhanced proline accumulation in peanut plants, providing salinity tolerance  reference. | YES
11284086 | rhizobacteria | salinity | capsicum | In capsicum, the application of a salt-tolerant rhizobacteria, Bacillus fortis, improved proline accumulation and conferred salinity tolerance  reference. | YES
11284086 | Paecilomyces formosus | salinity | cucumber | Additionally, the GA-producing endophytic fungus, Paecilomyces formosus, provided salinity tolerance in cucumber by reducing stress hormone ABA and enhancing the accumulation of antioxidants and proline  reference. | YES
9693749 | Paraconiothyrium | drought stress | chickpea | The study on Paraconiothyrium SMCD 2210 highlights endosymbiotic plant growth promotion and alleviation of abiotic stress and ROS accumulation in germinating pea and chickpea seeds in plants grown under drought stress conditions, and so in addition to down-regulation of proline gene expression  reference, reference. | YES
6780275 | Bacillus amyloliquefaciens | drought | rice | The results of the present study indicate that wheat plants exposed to cold stress had an increased level of accumulated proline and decreased MDA level upon inoculation with cold tolerant bacteria and our results conform to those of  reference as they also reported the same when they inoculated Bacillus amyloliquefaciens in rice to alleviate drought and salinity stress. | YES
8869415 | Bacillus cereus | salt tolerance | mungbean | For example, mungbean inoculated with Bacillus cereus Pb25 showed an increase in salt tolerance as a result of a higher proline level as compared to non-inoculated control under 9 dS m−1 NaCl  reference. | YES
11284086 | Bacillus firmus | salinity | soybeans | In soybeans, inoculation of Bacillus firmus SW5 not only increased the accumulation of osmoprotectants like glycine betaine and proline but also enhanced root architectural traits, including root length and volume, thereby improving salinity tolerance  reference. | YES
9658302 | Streptomyces geysiriensis | water stress | wheat | Moreover, overexpression of acdS in Streptomyces venezuelae significantly boosted the salt tolerance of rice by increasing proline and reducing ethylene and Na+ content compared with that of the original strain  reference       PGP Streptomyces coelicolor DE07, Streptomyces olivaceus DE10, and Streptomyces geysiriensis DE27 were reported to promote the growth of wheat under water stress conditions  reference. | YES
8775878 | Trichoderma harzianum | salinity | rice | Trichoderma harzianum has the ability to increase rice plants’ resistance to salinity, as under saline conditions, plants treated with this symbiotic fungus showed higher relative water content and more stomatal conductance, a greater rate of photosynthesis, and higher pigment and proline concentrations compared to untreated plants  reference, reference. | YES
6780275 | Bacillus | cold | wheat | The inoculated cold tolerant Bacillus strains also aided in inducing stress response in wheat by regulating abscisic acid, lipid peroxidation and proline accumulation pathways in a beneficial manner. | YES
8924888 | Bacillus licheniformis | drought stress | wheat | Two of the isolated endophytes, Bacillus megaterium and Bacillus licheniformis, were reported to induce drought tolerance in wheat under drought stress, at least partly by enhancing proline level  reference. | YES
9706007 | Pseudomonas | cold stress | wheat | Bacterization of wheat with psychrotolerant Pseudomonas at cold temperature alleviated cold stress by improving chlorophyll, anthocyanin, free proline, total phenolics, starch content, physiologically available iron, proteins, and amino acids. | YES
11116649 | Azotobacter | salt stress | maize | Inoculation of candidate strains of Azotobacter has also been found to increase the potassium-sodium ratio, polyphenol and chlorophyll content, and decrease proline concentration in maize, thereby alleviating salt stress in maize by integrating multiple mechanisms  reference. | YES
10255858 | Pseudomonas | salt stress | Solanum lycopersicum | The alleviation of salt stress symptoms in Solanum lycopersicum matched with an increase in proline content after the inoculation of Enterobacter 64S1 and Pseudomonas 42P4  reference. | YES
8924888 | Bacillus licheniformis | drought tolerance | wheat | Two of the isolated endophytes, Bacillus megaterium and Bacillus licheniformis, were reported to induce drought tolerance in wheat under drought stress, at least partly by enhancing proline level  reference. | YES
9706007 | Burkholderia phytofirmans | cold stress | grapevine | In other studies, Burkholderia phytofirmans PsJN could tolerate cold stress by inducing high concentration of total reducing sugars, glucose, and proline on bacterization of grapevine  reference,  reference. | YES
9658302 | Streptomyces venezuelae | salt tolerance | wheat | Moreover, overexpression of acdS in Streptomyces venezuelae significantly boosted the salt tolerance of rice by increasing proline and reducing ethylene and Na+ content compared with that of the original strain  reference       PGP Streptomyces coelicolor DE07, Streptomyces olivaceus DE10, and Streptomyces geysiriensis DE27 were reported to promote the growth of wheat under water stress conditions  reference. | YES
7641974 | Azotobacter | saline stress | maize | Likewise, treatment of maize with EPS producing Azotobacter chrococcum strains C5 and C9 under saline conditions alleviated the saline stress by several means i.e., increasing K+/Na+ ratio and ions uptake Na+, K+, Ca2+, Mg2+, chlorophyll content, and accumulation of proline and polyphenols  reference. | YES
7641974 | Azotobacter | saline conditions | maize | Likewise, treatment of maize with EPS producing Azotobacter chrococcum strains C5 and C9 under saline conditions alleviated the saline stress by several means i.e., increasing K+/Na+ ratio and ions uptake Na+, K+, Ca2+, Mg2+, chlorophyll content, and accumulation of proline and polyphenols  reference. | YES
11284086 | Azospirillum lipoferum | salinity | maize | Further studies indicated that while salt treatment alone increased soluble sugars and proline content in maize plants, inoculation with Azospirillum lipoferum or Azotobacter chroococcum significantly boosted these levels, compared to plants treated with salt alone, enhancing maize growth under salinity  reference. | YES
11284086 | Azotobacter chroococcum | salt | maize | Further studies indicated that while salt treatment alone increased soluble sugars and proline content in maize plants, inoculation with Azospirillum lipoferum or Azotobacter chroococcum significantly boosted these levels, compared to plants treated with salt alone, enhancing maize growth under salinity  reference. | YES
11284086 | Bacillus fortis | salinity | capsicum | In capsicum, the application of a salt-tolerant rhizobacteria, Bacillus fortis, improved proline accumulation and conferred salinity tolerance  reference. | YES
9658302 | Streptomyces geysiriensis | water stress | rice | Moreover, overexpression of acdS in Streptomyces venezuelae significantly boosted the salt tolerance of rice by increasing proline and reducing ethylene and Na+ content compared with that of the original strain  reference       PGP Streptomyces coelicolor DE07, Streptomyces olivaceus DE10, and Streptomyces geysiriensis DE27 were reported to promote the growth of wheat under water stress conditions  reference. | YES
10607854 | Trichoderma harzianum | drought stress | wheat | Under greenhouse conditions, it was shown that coating seeds with Trichoderma harzianum spores increased drought stress tolerance in wheat Triticum aestivum L.. Plants colonized by the fungus showed lower levels of proline, malondialdehyde MDA, and H2O2, as well as increased levels of phenolic compounds  reference. | YES
6987256 | Pantoea alhagi | salt stress | rice | Together, these results indicate that the EPSs that are secreted by Pantoea alhagi NX-11 can effectively increase the K+/Na+ ratio and remove ROS by increasing the proline content, enhancing the activities of SOD, POD, and CAT, and reducing the MDA content, alleviating the damage caused by salt stress to rice seedlings. | YES
9658302 | Streptomyces coelicolor | salt tolerance | wheat | Moreover, overexpression of acdS in Streptomyces venezuelae significantly boosted the salt tolerance of rice by increasing proline and reducing ethylene and Na+ content compared with that of the original strain  reference       PGP Streptomyces coelicolor DE07, Streptomyces olivaceus DE10, and Streptomyces geysiriensis DE27 were reported to promote the growth of wheat under water stress conditions  reference. | YES
11379202 | Pseudomonas putida | water stress | Arabis thaliana | Inoculation with Pseudomonas putida GAP P45 modulated the expression of proline metabolic genes in Arabis thaliana under water stress conditions  reference and caused significant fluctuations in the production of putrescine, spermidine, and spermine, which was positively correlated with tolerance to water stress  reference. | YES
11284086 | Paecilomyces formosus | salinity | cucumber | Moreover, an endophytic fungus, Paecilomyces formosus, known for producing Gas, provided salinity tolerance in cucumber by enhancing the accumulation of proline and other beneficial plant traits  reference. | YES
8869415 | Dermacoccus abyssi | salt stress | tomato | We proposed that Dermacoccus abyssi MT1.1T mitigated salt stress in tomato seedlings via osmoregulation by the production of compatible solutes total soluble sugar, proline, glycine betaine, and trehalose and the reduction in H2O2 based on experimental and/or genomic analysis data. | YES
8924888 | Bacillus megaterium | drought stress | wheat | Two of the isolated endophytes, Bacillus megaterium and Bacillus licheniformis, were reported to induce drought tolerance in wheat under drought stress, at least partly by enhancing proline level  reference. | YES
11284086 | Azotobacter chroococcum | salinity | maize | Further studies indicated that while salt treatment alone increased soluble sugars and proline content in maize plants, inoculation with Azospirillum lipoferum or Azotobacter chroococcum significantly boosted these levels, compared to plants treated with salt alone, enhancing maize growth under salinity  reference. | YES
9919780 | Bacillus thuringiensis | drought stress | Lavandula | Bacillus thuringiensis inoculation of Lavandula dentate overcomes the effect of drought stress via an enhancement in the proline content, nutrient uptake, and increase in metabolic activities  reference. | YES
9495777 | Streptomyces pactum | drought stress | wheat | The enhancement of osmotic adjustment by increasing proline level in Streptomyces pactum inoculated wheat plants indicated improved plant tolerance towards drought stress  reference. | YES
