9213282 | Pantoea alhagi | salt | rice | The EPS-producing endophyte Pantoea alhagi NX-11 mediates salt stress-induced damage in rice by upregulating the proline biosynthesis genes pyrroline-5-carboxylate synthase OsP5CS and pyrroline-5-carboxylate reductase OsP5CR, and downregulating the proline catabolism gene pyrroline-5-carboxylate dehydrogenase OsP5CDh. | YES
7641974 | Paenibacillus yonginensis | salt | ginseng | Inoculation of salt tolerant Paenibacillus yonginensis DCY84T– on ginseng seeds resulted in the accumulation of total soluble sugars, proline, and polyamine content under 300 mM salt stress. | YES
7641974 | Paenibacillus yonginensis | salt stress | ginseng | Inoculation of salt tolerant Paenibacillus yonginensis DCY84T– on ginseng seeds resulted in the accumulation of total soluble sugars, proline, and polyamine content under 300 mM salt stress. | YES
9205400 | Neocamarosporium | drought stress | tomato | While our previous reports show that Neocamarosporium species increase the proline content of cucumber and tomato plants only in higher levels of salinity and drought stress  reference, here we observe that two halotolerant endophytic fungal species, N. goegapense, and N. chichastianum, improved the proline content of leaf under all levels of salinity and drought stress. | YES
9428627 | Bacillus | drought | Cucumis sativus | However, different Bacillus strains increased proline secretion in drought conditions in Solanum lycopersicum  reference, Cicer arietinum  reference, Sorghum bicolor  reference, and Cucumis sativus  reference. | YES
8149540 | Pseudomonas fluorescens | salt stress | radish | Seeds inoculated with Bacillus subtilis and Pseudomonas fluorescens produced a significantly increased in the fresh weight, dry weight, photosynthetic pigments, proline, total free amino acids and crude protein content in radish roots and leaves under salt stress Mohamed and Gomaa  reference. | YES
9428627 | Bacillus | drought | Cicer arietinum | However, different Bacillus strains increased proline secretion in drought conditions in Solanum lycopersicum  reference, Cicer arietinum  reference, Sorghum bicolor  reference, and Cucumis sativus  reference. | YES
9736644 | Pseudomonas putida | drought | maize | Pseudomonas putida GAP-P45 also increased proline accumulation, increased relative water content, and maintained maize plant cell water levels during drought  reference. | YES
9293653 | Bacillus cereus | heat stress | soybean | An increase in proline content and APX activity levels was observed during Bacillus cereus SA1 strain mediated heat stress tolerance in soybean, where SA1 treated soybean plants exhibited several folds higher APX activity levels and proline content over untreated control plants under heat stress  reference. | YES
8467090 | Enterobacter | salt | Arabidopsis thaliana | As an example, the Enterobacter species up-regulated the expression of salt stress-responsive genes related to proline biosynthesis in Arabidopsis thaliana  reference. | YES
11371581 | Streptomyces pactum | drought-stressed | wheat | reference found that treating drought-stressed wheat with a cell filtrate from Streptomyces pactum Act12 improves growth by upregulating genes related to water deficit resistance, including those involved in cell wall expansion EXPA2 and EXPA6, proline accumulation P5CS, and stomatal closure SnRK  reference. | YES
10381829 | Trichoderma longibrachiatum | drought stress | Pinus massoniana | Trichoderma longibrachiatum treatment enhanced the accumulation of proline, soluble sugar, and soluble protein under drought stress, which may play important roles in regulating the osmotic balance of Pinus massoniana to reduce water loss and maintain anatomical stability. | YES
10090257 | Bacillus | drought | maize | Additionally, inoculation of Bacillus in maize activates the exudation of osmotic substances such as proline, amino acids and soluble sugars to promote plant survival under drought conditions Vardharajula et al. | YES
9658302 | Streptomyces albidoflavus | drought | rice | Streptomyces albidoflavus OsiLf-2 produced abundant osmolytes, including proline, polysaccharides, and ectoine that significantly improved the osmotic-adjustment ability of the rice host by increasing proline and soluble sugar contents of rice under drought and salt stresses  reference. | YES
9658302 | Streptomyces albidoflavus | salt | rice | Streptomyces albidoflavus OsiLf-2 produced abundant osmolytes, including proline, polysaccharides, and ectoine that significantly improved the osmotic-adjustment ability of the rice host by increasing proline and soluble sugar contents of rice under drought and salt stresses  reference. | YES
9205400 | Neocamarosporium | drought stress | cucumber | While our previous reports show that Neocamarosporium species increase the proline content of cucumber and tomato plants only in higher levels of salinity and drought stress  reference, here we observe that two halotolerant endophytic fungal species, N. goegapense, and N. chichastianum, improved the proline content of leaf under all levels of salinity and drought stress. | YES
8082249 | Trichoderma asperellum | drought stress | Sugarcane | Enzymatic Activity and Proline Concentration in Leaves         Sugarcane plants inoculated with Trichoderma asperellum increased p &lt; 0.01 the NR activity in both non-stressed and drought-stressed plants by 91 and 114%, respectively, and drought stress most negatively affected the NR activity in non-inoculated plants 47% than in inoculated one 40%  reference and  reference. | YES
9205400 | Periconia macrospinosa | drought stress | barley | In the current investigation, we observed a striking increase of leaf proline content in barley plant inoculated with Periconia macrospinosa under all levels of salinity and drought stress  reference. | YES
8149540 | Bacillus subtilis | salt stress | radish | Seeds inoculated with Bacillus subtilis and Pseudomonas fluorescens produced a significantly increased in the fresh weight, dry weight, photosynthetic pigments, proline, total free amino acids and crude protein content in radish roots and leaves under salt stress Mohamed and Gomaa  reference. | YES
9205400 | Neocamarosporium | salinity | cucumber | While our previous reports show that Neocamarosporium species increase the proline content of cucumber and tomato plants only in higher levels of salinity and drought stress  reference, here we observe that two halotolerant endophytic fungal species, N. goegapense, and N. chichastianum, improved the proline content of leaf under all levels of salinity and drought stress. | YES
10027718 | Enterobacter | salt | Arabidopsis | For example, the expression of salt stress-responsive genes related to proline biosynthesis was upregulated in Arabidopsis after short-term treatment with Enterobacter sp. | YES
8066330 | Bacillus safensis | drought stress | wheat | In addition, wheat plants inoculated with either strain Bacillus safensis W10 or Ochrobactrum pseudogregnonense IP8 exhibited an increase of proline concentration in their leaves and their RWC under drought stress conditions  reference. | YES
9428627 | Bacillus | drought | Sorghum bicolor | However, different Bacillus strains increased proline secretion in drought conditions in Solanum lycopersicum  reference, Cicer arietinum  reference, Sorghum bicolor  reference, and Cucumis sativus  reference. | YES
9923114 | Azospirillum lipoferum | drought tolerance | wheat | Similarly, application of Azospirillum lipoferum significantly augmented the proline content in wheat seedling resulting in higher drought tolerance by withholding water for 10 days before watering  reference. | YES
7344409 | Enterobacter | saline stress | Arabidopsis | Even after short-term treatment with Enterobacter sp., the expression of saline stress sensitive genes related to proline biosynthesis has been up-regulated in Arabidopsis  reference. | YES
8472176 | Azospirillum brasilense | drought stress | Maize | Maize inoculated with Azospirillum brasilense enhanced proline accumulation, plant water content, biomass and leaves area of plant under drought stress  reference. | YES
8472176 | Pseudomonas putida | drought stress | maize | Similarly, maize inoculated with Pseudomonas putida GAP-45 increased relative water content due to proline accumulation under drought stress  reference. | YES
6780275 | Bacillus amyloliquefaciens | salinity stress | rice | The results of the present study indicate that wheat plants exposed to cold stress had an increased level of accumulated proline and decreased MDA level upon inoculation with cold tolerant bacteria and our results conform to those of  reference as they also reported the same when they inoculated Bacillus amyloliquefaciens in rice to alleviate drought and salinity stress. | YES
8398416 | Corynebacterium hansenii | drought | maize | In addition, pre-treatment with Corynebacterium hansenii improved relative water content, leaf proline and chlorophyll contents, whereas pre-treatment with Bacillus subtilis enhanced fresh or dry weight of maize over the control plants under drought conditions. | YES
8472176 | Azospirillum lipoferum | salinity stress | Chickpea | Chickpea inoculated with Azospirillum lipoferum FK1, also showed higher accumulation of proline and glycine-betaine, as well as proteins and sugars under salinity stress exhibited  reference. | YES
11371581 | Streptomyces pactum | water deficit | wheat | reference found that treating drought-stressed wheat with a cell filtrate from Streptomyces pactum Act12 improves growth by upregulating genes related to water deficit resistance, including those involved in cell wall expansion EXPA2 and EXPA6, proline accumulation P5CS, and stomatal closure SnRK  reference. | YES
8869449 | Pseudomonas fluorescens | drought stress | Zea mays | As such, a sizable quantity of prolines was increased in Zea mays L. after inoculation with Pseudomonas fluorescens under drought stress  reference. | YES
10326438 | Pseudomonas putida | osmotic stress | Arabis thaliana | Another strain, Pseudomonas putida GAP-P45, decreased antioxidant enzyme activity and ROS levels in Arabis thaliana under osmotic stress, and increased proline turnover  reference,  reference. | YES
9390090 | Trichoderma parareesei | water stress | Brassica napus | Likewise, the inoculation of Brassica napus with Trichoderma parareesei induced the expression of stress tolerance genes related to ABA under water stress, and ethylene under salt stress  reference. | YES
10255858 | Bacillus | salt stress | Bacillus subtilis | Three different ACC-deaminase-producing Bacillus strains, B. safenis NBRI 12M, Bacillus subtilis NBRI 28B, and Bacillus subtilis NBRI 33N, were found to be able to modulate ethylene accumulation in Zea mays under salt stress conditions, reducing its content and boosting plant growth. | YES
10308577 | Pseudomonas azotoformans | salt stress | tomato | reference       Liu and his co-workers recently discovered that inoculating a tomato plant with ACC deaminase-producing Pseudomonas azotoformans CHB 1107 improved the dry weight of the plant shoots and roots and significantly decreased the plant’s reaction to salt stress by emitting less ethylene. | YES
8760038 | Achromobacter | drought | tomato | Studies have shown that inoculation of tomato and pepper with Achromobacter ARV8, a PGPR that produces ACC deaminase, reduces ethylene levels and improves drought resistance of host plants  reference. | YES
9390090 | Trichoderma parareesei | salt stress | Brassica napus | Likewise, the inoculation of Brassica napus with Trichoderma parareesei induced the expression of stress tolerance genes related to ABA under water stress, and ethylene under salt stress  reference. | YES
9319882 | Brevibacterium linens | heat | rice | Furthermore, ACC deaminase producing Brevibacterium linens enhance combined heat and UV-B radiation stress in rice plant and enhance plant biomass, photosynthetic traits and decrease ethylene emission  reference. | YES
7691295 | Alcaligenes piechaudii | drought | Capsicum annuum | Under drought conditions, ACC deaminase producing PGPB Alcaligenes piechaudii ARV8 greatly enhanced the seedling fresh and dry weight of Lycopersicon esculentum and Capsicum annuum while reduced the production of ethylene  reference. | YES
8467090 | Bacillus amyloliquefaciens | salt stress | Arabidopsis thaliana | reference showed that that Bacillus amyloliquefaciens up-regulated genes related to Na+ translocation, photosynthesis, auxin, ROS-scavenging, and osmoprotectants, as well as ethylene and jasmonic acid signaling under salt stress conditions in Arabidopsis thaliana. | YES
10671349 | Pseudomonas simiae | drought stress | soybean | They found that Pseudomonas simiae AU inoculation upregulated genes associated with transcription factors dehydration-responsive element binding protein DREB, ethylene-responsive element binding factor EREB, water transporters, plasma membrane intrinsic protein PIP, tonoplast intrinsic protein TIP, and osmoprotectants P5CS, GOLS in soybean plants under drought stress. | YES
9608499 | Bacillus | salt stress | wheat | The genes related to phytohormones, i.e., cytokinin CKX2, auxin ARF and expansin exPA1 were observed to be upregulated while ethylene gene ERF was noticed to be downregulated in wheat plants inoculated with selected Bacillus strains under salt stress conditions, as there are many studies elaborating the importance of phytohormones in plant growth promotion  reference, reference. | YES
10097229 | Pseudomonas simiae | salt stress | soybean | A similar observation was made in soybean plants grown under salt stress, where VOCs emitted by Pseudomonas simiae decreased Na+ concentrations and increased phosphorus and potassium  reference. | YES
9266936 | Kocuria rhizophila | salt stress | maize | PGPR reduced the MDA content under salt stress in several plants: in wheat inoculated with B. giganossus  reference, maize inoculated with Kocuria rhizophila Y1  reference, and canola Brassica napus inoculated with Enterobacter cloacae HSNJ4. | YES
7192560 | SA1 | heat stress | Tomato | Tomato plants treated with isolate SA1 and HA produced less ROS and showed an increase in antioxidant activities like SOD, MDA, GSH, and APX compared with un-inoculated plants under heat stress  reference. | YES
11048422 | Bacillus firmus | salt-stressed | soybean | Similarly, Bacillus firmus SW5 inoculated soybean plants showed reduced levels of H2O2 and MDA under salt-stressed conditions  reference. | YES
9266936 | Enterobacter cloacae | salt stress | Brassica napus | PGPR reduced the MDA content under salt stress in several plants: in wheat inoculated with B. giganossus  reference, maize inoculated with Kocuria rhizophila Y1  reference, and canola Brassica napus inoculated with Enterobacter cloacae HSNJ4. | YES
10381829 | Trichoderma asperellum | drought stress | maize | ; for instance, treatment with Trichoderma asperellum strain T34 increases the leaf RWC of maize under drought stress  reference. | YES
8869415 | Pseudomonas | salt | alfalfa | One benefit of plant growth promoting bacteria inoculation in salt stressed plants is reflected in a higher MSI value as reported in alfalfa plants inoculated with either Hartmannibacter diazotrophicus or Pseudomonas sp. | YES
8869415 | Hartmannibacter diazotrophicus | salt | alfalfa | One benefit of plant growth promoting bacteria inoculation in salt stressed plants is reflected in a higher MSI value as reported in alfalfa plants inoculated with either Hartmannibacter diazotrophicus or Pseudomonas sp. | YES
8869415 | Dermacoccus abyssi | salt stress | tomato | These results suggested that MSI restoration may not be the main mechanism of Dermacoccus abyssi MT1.1T to mitigate salt stress in tomato seedlings         Total soluble sugar content was increased with the inoculation of Dermacoccus abyssi MT1.1T compared to non-inoculated tomato without salt stress. | YES
8869415 | Dermacoccus abyssi | salt stress | Tomato | Tomato inoculated with Dermacoccus abyssi MT1.1T showed higher MSI value compared to non-inoculated tomato under salt stress. | YES
8229731 | Azospirillum baldaniorum | water stress | basil | Even if the complex interactions between this PGPR and basil need further research, our results suggest that treatments with Azospirillum baldaniorum Sp245 increased the leaf concentration of Chl and Car; while accumulation of anthocyanins was induced during water stress, concurring to plant-stress tolerance and also improving the nutraceutical value of leaves  reference in purple basil. | YES
8230635 | Pseudomonas | water deficit | soybean | In another study, inoculation of soybean plants with Pseudomonas was shown to increase fresh weight and stem height under water deficit stress, with parallel increases in concentrations of Chl., SA and ABA, as compared to control plants  reference. | YES
8071382 | Rhizophagus intraradices | drought stress | tomato | Further, Rhizophagus intraradices inoculation resulted in a 14% increase in shoot P concentration of wild type tomato plants under well-watered conditions and a 23% increase under drought stress  reference. | YES
8229731 | Azospirillum baldaniorum | drought | Arabidopsis | This is consistent with  reference, in which the highest levels of anthocyanins in Arabidopsis were induced by the combination of drought plus inoculation with Azospirillum baldaniorum Sp245, suggesting a synergistic interaction between the PGPR and drought in increasing anthocyanins. | YES
9213282 | Bacillus aryabhattai | saline conditions | rice | Bacillus aryabhattai with multiple growth-promoting nitrogen fixation, phosphate solubilization and IAA production and EPS-producing activities, causes an increase in the expression of salt-responsive genes BZ8 ABA-responsive bZIP protein; osmotic signalling, GIG GIGANTEA; ROS scavenging, and NHX1 and SOS1 ion-homeostasis in rice under saline conditions Sultana et al. | YES
10381829 | Bradyrhizobium | drought stress | Lupinus angustifolius | reference reported that inoculation with biochar-based Bradyrhizobium enhanced growth as well as nitrogen and phosphorus uptake of lupin Lupinus angustifolius under drought stress. | YES
11116649 | Bacillus subtilis | salt stress | Acacia gerrardii | Under salt stress conditions, the increase in the number and weight of root nodules in Acacia gerrardii inoculated with Bacillus subtilis contributed to the enhancement of nitrogen fixation by the roots, as well as uptake and systemic translocation of phosphorus by the plant  reference,  reference. | YES
8071382 | Funneliformis mosseae | cold stress | maize | Funneliformis mosseae could enhance chlorophyll concentration of tomato leaves at low temperature, which was in agreement with the results of wheat and maize under cold stress by Paradis et al. | YES
9569789 | Rhizobium tropici | salt stress | maize | Under salt stress, maize plants inoculated with Azospirillum brasilense Ab-V6, Rhizobium tropici, and co-inoculation with both bacteria showed up-regulation in leaves of genes related to antioxidant activity, such as APX1, CAT1, SOD2, and SOD4  reference. | YES
9390090 | Trichoderma | salinity | rapeseed | Similarly, Indian mustard and rapeseed plants root-colonized by Trichoderma responded to salinity and drought by increasing their antioxidant activity  reference. | YES
9390090 | Trichoderma | drought | Indian mustard | Similarly, Indian mustard and rapeseed plants root-colonized by Trichoderma responded to salinity and drought by increasing their antioxidant activity  reference. | YES
9428627 | Glomus | salt-stressed | maize | Similar to the results of our experiment, Glomus increased PSII-effective efficiency in salt-stressed maize  reference. | YES
9686006 | Paenibacillus | drought | wheat | In wheat, the main rhizobacterial genera described as MPBs under drought conditions include Azospirillum, Bacillus, Paenibacillus, and Pseudomonas  reference. | YES
9686006 | Pseudomonas | drought | wheat | In wheat, the main rhizobacterial genera described as MPBs under drought conditions include Azospirillum, Bacillus, Paenibacillus, and Pseudomonas  reference. | YES
9686006 | Azospirillum | drought | wheat | In wheat, the main rhizobacterial genera described as MPBs under drought conditions include Azospirillum, Bacillus, Paenibacillus, and Pseudomonas  reference. | YES
9415082 | Burkholderia phytofirmans PsJN | cold-stressed | Vitis vinifera | The same bacteria, Burkholderia phytofirmans PsJN, when inoculated with cold-stressed grapevine Vitis vinifera, lowered biomass reduction and electrolyte leakage from membranes  reference. | YES
7641974 | Rhizobium etli | osmotic stress | Phaseolus | Phaseolus vulagris when inoculated with Rhizobium etli having trehalose-6-phosphate synthase overexpressing gene, showed adaptation to osmotic stress, enhanced number of nodules as well as resulted in higher plant biomass  reference. | YES
10594471 | Pseudomonas citronellolis | salinity stress | Helianthus annuus | Under salinity stress, the Pseudomonas citronellolis strain SLP6 H is reported to enhance the chlorophyll content, production of antioxidant enzymes, and plant growth in Helianthus annuus by producing the Hydroxamate siderophore  reference. | YES
8082249 | Trichoderma asperellum | drought-stressed | sugarcane | Sulfur leaf concentration reduced in drought-stressed sugarcane plants, but Trichoderma asperellum inoculation increased the S acquisition by the plants, not differing from treatments without drought stress  reference. | YES
6930159 | Pseudomonas pseudoalcaligenes | salt stress | Jatropha | Some ST-PGPR such as Enterobacter clocae, Pseudomonas pseudoalcaligenes and Bacillus sp., increased levels of APX and CAT in Jatropha leaves in response to salt stress and also stimulated the roots, increased biomass, N, phosphorus P, potassium K uptake and chlorophyll content in the vegetative parts of the plant  reference. | YES
9706007 | Bacillus licheniformis | drought stress | Pepper | Pepper plants treated with EPS-producing Bacillus licheniformis K11 strain showed the presence of six differentially expressed stress proteins and a 1.5-fold increase in the products of specific genes such as vacuolar H+-ATPase VA, dehydrin-like protein Capsicum annuum Cadhn, cytoplasmic small heat shock protein class I sHsp, and Capsicum annuum pathogenesis-related protein 10 CaPR as compared to untreated plants exposed to drought stress  reference. | YES
9706007 | Bacillus licheniformis | drought stress | Capsicum annuum | Pepper plants treated with EPS-producing Bacillus licheniformis K11 strain showed the presence of six differentially expressed stress proteins and a 1.5-fold increase in the products of specific genes such as vacuolar H+-ATPase VA, dehydrin-like protein Capsicum annuum Cadhn, cytoplasmic small heat shock protein class I sHsp, and Capsicum annuum pathogenesis-related protein 10 CaPR as compared to untreated plants exposed to drought stress  reference. | YES
9706007 | Bacillus licheniformis | heat | Pepper | Pepper plants treated with EPS-producing Bacillus licheniformis K11 strain showed the presence of six differentially expressed stress proteins and a 1.5-fold increase in the products of specific genes such as vacuolar H+-ATPase VA, dehydrin-like protein Capsicum annuum Cadhn, cytoplasmic small heat shock protein class I sHsp, and Capsicum annuum pathogenesis-related protein 10 CaPR as compared to untreated plants exposed to drought stress  reference. | YES
9815931 | Acaulospora laevis | salt stress | wheat | The effectiveness of AMF Acaulospora laevis, Funneliformis geosporum, Funneliformis mosseae, and Cetraspora armeniaca in wheat under salt stress was proven by Farghaly et al. | YES
9815931 | Funneliformis mosseae | salt stress | wheat | The effectiveness of AMF Acaulospora laevis, Funneliformis geosporum, Funneliformis mosseae, and Cetraspora armeniaca in wheat under salt stress was proven by Farghaly et al. | YES
9815931 | Cetraspora armeniaca | salt stress | wheat | The effectiveness of AMF Acaulospora laevis, Funneliformis geosporum, Funneliformis mosseae, and Cetraspora armeniaca in wheat under salt stress was proven by Farghaly et al. | YES
10786197 | Streptomyces | drought | rice | For instance, rice during and after drought recruits beneficial Streptomyces to colonize the root endosphere Santos-Medellín et al. | YES
10823023 | Bacillus amyloliquefaciens | drought | wheat | reference reported that wheat plants inoculated with strains of Bacillus amyloliquefaciens and Azospirillum brasilense and subjected to drought showed an upregulation of APX1 and an increase in the activity of enzymes involved in the ascorbate-glutathione redox cycle, affecting reactive oxygen species ROS scavenging  reference. | YES
10823023 | Azospirillum brasilense | drought | wheat | reference reported that wheat plants inoculated with strains of Bacillus amyloliquefaciens and Azospirillum brasilense and subjected to drought showed an upregulation of APX1 and an increase in the activity of enzymes involved in the ascorbate-glutathione redox cycle, affecting reactive oxygen species ROS scavenging  reference. | YES
10823023 | Azospirillum brasilense | drought stress | wheat | Moreover,  reference reported that wheat plants inoculated with strains of B. amyloliquefaciens and Azospirillum brasilense during drought stress exhibited an upregulation of APX1 and increased activity of enzymes involved in the ascorbate-glutathione redox cycle, impacting ROS scavenging  reference. | YES
8869449 | Fusarium pallidoroseum | drought | rice | Compared to uninoculated rice genotypes Swarna and Swarna sub-1 under severe drought conditions, the PGPFs Fusarium pallidoroseum strain-10 and Trichoderma harzianum strain-35 inoculated rice genotypes showed higher activity of SOD, POX, and CAT  reference. | YES
9147336 | Pseudomonas putida | salinity stress | wheat | Another study showed an improved salinity stress resistance in wheat plants following inoculation with bacterial strains, i.e., Enterobacter cloacae, Pseudomonas fluorescens, Pseudomonas putida, and Serratia ficaria, which elevated the Na+/K+ ratio  reference. | YES
9147336 | Pseudomonas fluorescens | salinity stress | wheat | Another study showed an improved salinity stress resistance in wheat plants following inoculation with bacterial strains, i.e., Enterobacter cloacae, Pseudomonas fluorescens, Pseudomonas putida, and Serratia ficaria, which elevated the Na+/K+ ratio  reference. | YES
8072474 | Trichoderma | water deficit | tomato | Further, Trichoderma has improved the ability of tomato plants to neutralize damaging ROS when exposed to a water deficit. | YES
8072474 | Bacillus subtilis | saline conditions | chickpea | Inoculation of chickpea plants with Bacillus subtilis under saline conditions increased plant biomass and photosynthetic pigments, while reducing the levels of ROS and lipid peroxidation. | YES
8066330 | Bacillus safensis | drought stress | wheat | For example, the inoculation of 1-month old wheat plants with either strain Bacillus safensis W10 or Ochrobactrum pseudogregnonense IP8, lead to higher root and shoot dry weight in six varieties of wheat subjected to drought stress  reference. | YES
8066330 | Bacillus safensis | drought | wheat | In addition, when applied on wheat seeds, strains Bacillus safensis W10 or Ochrobactrum pseudogregnonense, IP8 improved the activity of antioxidative enzymes and triggered the accumulation of non-enzymatic antioxidants under drought conditions  reference. | YES
8066330 | Enterobacter | drought | wheat | Inoculation of auxin-producing rhizobacteria of genus Bacillus, Enterobacter, Moraxella and Pseudomonas lead to significant improvement of shoot length, spike length and grain weight in wheat under drought conditions at 10% field capacity. | YES
8066330 | rhizobacteria | drought | wheat | Inoculation of auxin-producing rhizobacteria of genus Bacillus, Enterobacter, Moraxella and Pseudomonas lead to significant improvement of shoot length, spike length and grain weight in wheat under drought conditions at 10% field capacity. | YES
8066330 | Bacillus subtilis | drought stress | wheat | Indeed, wheat seedling primed with strain Bacillus subtilis LDR2 showed a lower concentration of ABA during drought stress, compared to non-inoculated seedlings, likely due to the production of ACCd by the bacterium  reference. | YES
9736644 | Pseudomonas aeruginosa | salt | sunflower | For example, SA from PGPB Pseudomonas aeruginosa PF23EPS+ promotes sunflower growth in salt soils infected with the plant pathogen Macrophomina phaseolina  reference. | YES
9694901 | Bacillus pumilus | salt stress | rice | Inoculation of Onobrychis sativa with Bacillus pumilus increased the activity of rice catalase and superoxide dismutase in salt stress conditions. | YES
9694901 | Pseudomonas stutzeri | salt stress | canola | Inoculation of canola grown in salt-stress conditions with endophytic Pseudomonas stutzeri ISE12 significantly increased mRNA levels of BnRSH1 and BnRSH3 in roots in comparison to non-inoculated plants grown in salt stress  reference. | YES
10381829 | Trichoderma longibrachiatum | Drought Stress | Pinus massoniana | Trichoderma longibrachiatum Colonization of Pinus massoniana Roots Reduced Seedling Water Loss under Drought Stress         To observe the colonization of Trichoderma longibrachiatum after inoculation, spores and hyphae structures were observed in all stained root segments. | YES
10381829 | Trichoderma longibrachiatum | drought | Pinus massoniana | Drought-Induced Photosynthetic Inhibition Was Mitigated by Trichoderma longibrachiatum Inoculation         The drought and Trichoderma longibrachiatum treatments significantly affected the photosynthesis of Pinus massoniana seedlings p &lt; 0.05;  reference. | YES
10381829 | Trichoderma longibrachiatum | drought | Pinus massoniana | Rhizosphere Soil Nutrient Contents and Enzyme Activities Were Improved by Trichoderma longibrachiatum Inoculation         To verify how Trichoderma longibrachiatum affects rhizosphere soil fertility, thereby regulating seedling drought resistance, the soil nutrient contents and enzyme activities of Pinus massoniana seedlings were measured. | YES
10381829 | Trichoderma longibrachiatum | drought stress | Pinus massoniana | Under exposure to drought stress, the interaction between Trichoderma longibrachiatum and Pinus massoniana not only induced a plant physiological response but also altered the rhizosphere environment. | YES
9518148 | Priestia aryabhattai | salt | wheat | The anti-oxidative response of wheat seedlings decreased with increasing levels of salt however, inoculation of endophytic Priestia aryabhattai BPR-9 strain displayed stronger antioxidant enzymatic activity under salinity pressures than did non-inoculated plants. | YES
10255858 | Bacillus altitudinis | salt-stressed | wheat | The application of the halotolerant Bacillus altitudinis WR10 strain resulted in a reduction in Na+ and in an increase in K+, P, and Ca2+ uptake in salt-stressed wheat, effects that can be attributed to the upregulation of H+-ATPase, and to P-solubilizing and biofilm production activity  reference. | YES
8781547 | Bacillus megaterium | saline stress | Zea mays | For example, in Zea mays plants under saline stress inoculated with Bacillus megaterium, water conductivity was improved by the induction of ZmPIP1;1 and ZmPIP1;5 gene expression, which encode for aquaporins  reference. | YES
8781547 | Bacillus aquimaris | saline stress | Triticum aestivum | Similarly, it was observed that seeds of Triticum aestivum inoculated with Bacillus aquimaris increased the accumulation of sugars, which were growing under saline stress. | YES
8398416 | Trichoderma harzianum | drought stress | tomato | and Trichoderma harzianum inoculation into tomato seedlings under salinity and drought stress conditions resulted in maintenance of photosynthetic efficiency and effectively reduced ROS accumulation. | YES
10383602 | Pseudomonas mandelii | salinity | wheat | Various trends of ABA accumulation in shoots and roots of wheat under the influence of PGP microbes, for example, Bacillus subtilis IB-22 and Pseudomonas mandelii IB-Ki14, could regulate the water balance of plants under salinity  reference. | YES
10607854 | Serratia plymuthica | salt stress | rapeseed | reference showed that the inoculation of rapeseed with Serratia plymuthica, Serratia liquefaciens, and Massila timonae under salt stress conditions variably affects BnRSH expression. | YES
11371581 | Proteus penneri | drought | maize | reference found that inoculating maize seeds with EPS-producing bacterial strains Alcaligenes faecalis, Pseudomonas aeruginosa, and Proteus penneri increases soil moisture and relative water contents, shoot and root length, leaf area, and plant biomass under drought conditions. | YES
