6930159 | Pseudomonas | salinity | Arthrocnemum | The diazotrophic salt-tolerant bacterial strains of Klebsiella, Agrobacterium, Pseudomonas, and Ochrobactrum isolated from the roots of a halophytic plant, Arthrocnemum indicum showed salinity tolerance ranging from 4 to 8% NaCl, and improved the productivity of peanut in saline as well as in control conditions -REF-. | NO
9518148 | Priestia aryabhattai | saline conditions | wheat | The aim of the current study was to address the objectives: i isolation of endophytes from tissue of wheat crops; ii evaluation of abiotic salinity, drought, heavy metal stress tolerance, antagonistic potential against fungal pathogens, and extracellular enzymes production by endophytic isolates; iii assessment of essential PGP metabolite production including indole-3-acetic acid IAA, siderophores, NH3, HCN and ACC deaminase, and mineral P, K and Zn solubilization by endophytes; iv identification using 16S rRNA of endophytic strain BPR-9 and assessment of synthesis of PGP substances under saline conditions; v evaluation of inoculation impact of Priestia aryabhattai strain BPR-9 on germination, length and vigor indices of Triticum aestivum L. seedlings; and vi determination of chlorophyll a and b, carotenoids, relative leaf water content RLWC, electrolyte leakage EL and antioxidant enzymes in salt-treated and Priestia aryabhattai strain BPR-9-inoculated wheat seedlings. | NO
7933552 | Aspergillus aculeatus | drought | perennial ryegrass | However, the role of Aspergillus aculeatus in drought and heat tolerance of perennial ryegrass remains unclear. | NO
11121501 | Streptomyces scabies | drought | potato | It has been reported that drought conditions in England and Wales have resulted in higher incidences of common scab caused by Streptomyces scabies in Solanum tuberosum potato -REF-. | NO
9268828 | Bacillus | salt-stressed | maize | Transcription Analysis of salt Stress Tolerance Responsible Genes The Qiagen RNeasy Plant Mini kit was used to extract total RNA from control, salt-stressed, and Bacillus safensis-inoculated maize plants -REF-. | NO
8426455 | Actinobacteria | drought | Oryza longistaminata | S4, we investigate the changing profile under drought for all ASVs of Actinobacteria phyla in leaves, stems, roots, and rhizosphere of Oryza longistaminata. | NO
9658302 | Dermacoccus abyssi | salt | tomato | Similarly, genome analysis of a salt-tolerant deep-sea actinobacterium, Dermacoccus abyssi MT1.1T, was conducted to understand PGP and salt stress mitigation in tomato seedlings -REF-. | NO
10381829 | Rhodanobacter | drought | Pinus massoniana | Soil nutrient contents, activities of sucrase, phosphatase, and urease as well as the relative abundances of the dominant genera Burkholderia, Rhodanobacter, and Trichoderma were elevated in the rhizosphere soil of Pinus massoniana inoculated with Trichoderma longibrachiatum under drought stress. | NO
10374332 | Gluconacetobacter diazotrophicus | heat | Oryza sativa | IIRR N1 a silicate solublizer and Gluconacetobacter diazotrophicus, a plant growth promoting bacteria and their interaction with insoluble silicate sources on morpho-physiological and molecular attributes of rice Oryza sativa L. seedlings after exposure to heat stress in a controlled hydroponic system. | NO
8184954 | Bacillus | drought | wheat | Notably, Paenibacillus and Bacillus species isolated from moderate drought environments did not increase drought tolerance in wheat -REF-, -REF-. | NO
10671349 | Cronobacter dublinensis | drought | pearl millet | -REF- studied the effects of two endophytic bacteria, Shewanella putrefaciens strain MCL-1 and Cronobacter dublinensis strain MKS-1, on pearl millet under drought conditions. | NO
6930159 | Exiguobacterium | saline conditions | Suaeda fruticosa | -REF- also reported that ACC-deaminase activity in halolerant bacterial genera of Arthrobacter, Bacillus, Brevibacterium, Gracilibacillus, Virgibacillus, Salinicoccus, and Pseudomonas, Exiguobacterium isolated from the rhizosphere and phytoplane of Suaeda fruticosa L. Forssk stimulated growth of maize under saline conditions. | NO
8945280 | Bacillus megaterium | drought | chickpea | The UHPLC-HRMS-based metabolomics was applied to investigate the physiological and metabolic changes in two chickpea genotypes and their association with drought tolerance following treatment with the PGPR Bacillus subtilis, Bacillus thuringiensis and Bacillus megaterium in a study by Khan et al. | NO
8124873 | Piriformospora indica | cold | banana | In this study, by using the cold-sensitive banana variety Tianbaojiao Musa acuminate as the study material, we investigated the effects of Piriformospora indica on banana cold resistance. | NO
9608499 | Bacillus | saline stress | wheat | The present study evaluated the potential of Bacillus strains to enhance plant growth and reduced the adverse effect of saline stress on wheat through regulation of salt resistant genes. | NO
9142908 | Trichoderma longibrachiatum | salt | Zea | Here, single, dual-inoculated Trichoderma longibrachiatum MF, AM fungal community or Glomus sp., and non-inoculated maize Zea may L. were subjected to different salinity levels 0, 75, 150, and 225 mM NaCl to test the synergistic effects of dual inoculants on maize plants in different salt stress conditions. | NO
8952307 | Pseudomonas syringae | salt | broccoli | For salt, ABA and SA treatments, the roots of broccoli plants were immersed in nutrient solution containing 100 mM NaCl, 5 µM ABA and 2 mM SA, respectively, at room temperature; for heat treatment, hydroponic seedlings were transferred into a 37 °C growth chamber; for pathogen treatment, the Pseudomonas syringae pv. | NO
9608499 | Bacillus | salt | wheat | Expression Analysis of Growth and Salt Related Genes in Wheat The expression of genes related to growth promotion and salt resistance in wheat plants under saline conditions were analysed in the presence of Bacillus strains NMCN1, LLCG23 and FZB42. | NO
9608499 | Bacillus | salt | wheat | Furthermore, all the selected Bacillus strains NMCN1, LLCG23 and FZB42 were observed to have a high potential of wheat plant growth promotion under normal conditions, however, under salt stress conditions 200 mmol high reduction in plant growth promoting potential of FZB42 strain was observed for the first time as compared to other halophilic strains NMCN1 and LLCG23. | NO
10747270 | Fusarium graminearum | drought | Crinum graminicola | These are strongly accumulated after infection by Crinum graminicola, Uredo maydis, Fusarium graminearum and other pathogens, and after abiotic stresses such as drought. | NO
8346029 | Synechocystis | drought | barley | To evaluate the contribution of Flv1/Flv3 to the growth of plants exposed to drought in crops, the Synechocystis genes encoding these two proteins were expressed in barley, with their products being targeted to chloroplasts -REF-. | NO
8875824 | Phytophthora cinnamomi | heat | cork oak | Candidate stress-related genes were selected from the analysis of publicly available expression datasets obtained for cork oak tissues in response to abiotic drought, heat and cold, salt and biotic stress Phytophthora cinnamomi infection. | NO
10516563 | Staphylococcus | salt | wild rice | Among them six different genera Bacillus, Microbacterium, Achromobacter, Paraburkholderia, Aeromonas, Pseudomonas were isolated from commercial rice and seven different genera Bacillus, Aeromonas, Achromobacter, Microbacterium, Staphylococcus, Oerskovia, Cellulomonas from wild rice from both control unpaired and paired conditions under 0mM and 100mM salt stress. | NO
9393590 | Stenotrophomonas rhizophila | salt | Lygeum spartum | Some examples of HAS species that confer resistance to salt stress in plants are the halophilic bacteria Stenotrophomonas rhizophila, which inhabits the halophyte Lygeum spartum that is native to the desert environments of Algeria; Bacillus atrophaeus, which is an endophyte of the halophytes Suaeda mollis and Salsola tetrandra that are native to Algeria Salt Lakes; Jejubacter calystegiae, which is found in the halophyte Calystegia soldanella that is found on sandy beaches in South Korea; and many fungus-like microorganisms like Neocamarosporium chichastianum, N. goegapense, and Periconia macropinosa, which has been isolated from the desert halophyte Seidlitzia osmarinus collected at Hoz-e Soltan Salt Lake in Iran -REF-; -REF-; -REF-; -REF-. | NO
8003591 | Bacillus pumilus | salt | wheat | -REF- where the salt tolerant wheat genotype Aas-11 responded positively to Bacillus pumilus and Exiguobacterium aurantiacum, whereas the salt sensitive wheat genotype Galaxy-13 responded better to Pseudomonas fluorescence. | NO
8184954 | Paenibacillus | drought | wheat | Notably, Paenibacillus and Bacillus species isolated from moderate drought environments did not increase drought tolerance in wheat -REF-, -REF-. | NO
10381829 | Trichoderma asperellum | drought-stressed | sugarcane | The nitrogen and sulfur contents are increased in drought-stressed sugarcane treated with Trichoderma asperellum -REF-. | NO
8869415 | Desulfosoma profundi | salt | wheat | from two saline sites in the northeast region of Algeria promoted the growth of wheat under 0.25 to 1 M NaCl -REF-; and Dermacoccus barathri MT2.1T and Desulfosoma profundi MT2.2T from deep-sea sediments mitigated salt stress in tomato seedlings under 150 mM NaCl -REF-. | NO
7077179 | Miuraea persicae | drought | Arabis thaliana | Indeed, while TuYV within-host accumulation was not altered by drought, virus load was reduced drastically in Miuraea persicae vectors feeding on water-stressed TuYV-infected Arabis thaliana plants -REF-. | NO
9121094 | Bacillus atrophaeus | salt | Zea mays | The effects of Bacillus atrophaeus WZYH01 YL07 and Planococcus soli WZYH02 YL10 on the growth and development of maize Zea mays L. under salt stress ECe = 5.9 dS/m were further studied. | NO
10745732 | Bacillus subtilis | drought | Triticum aestivum | A comparative analysis was conducted to evaluate the effects of seed priming with endophytic bacterium Bacillus subtilis 10-4 BS on the hormonal system and cell wall tolerance lipid peroxidation LPO, electrolyte leakage EL, and root lignin deposition of two Triticum aestivum L. wheat varieties with contrasting drought sensitivities Ekada 70—drought-tolerant DT; Salavat Yulaev—drought-sensitive DS under normal conditions and 12% polyethylene glycol-6000 PEG-induced osmotic stress. | NO
10785826 | Azospirillum | salt-stressed | rice | However, these genes were not differentially expressed in Azospirillum brasilense-treated salt-stressed rice. | NO
9608499 | Bacillus | salt | Wheat | Expression Analysis of Growth and Salt Related Genes in Wheat The expression of genes related to growth promotion and salt resistance in wheat plants under saline conditions were analysed in the presence of Bacillus strains NMCN1, LLCG23 and FZB42. | NO
10745732 | endophytic bacterium | drought | wheat | A comparative analysis was conducted to evaluate the effects of seed priming with endophytic bacterium Bacillus subtilis 10-4 BS on the hormonal system and cell wall tolerance lipid peroxidation LPO, electrolyte leakage EL, and root lignin deposition of two Triticum aestivum L. wheat varieties with contrasting drought sensitivities Ekada 70—drought-tolerant DT; Salavat Yulaev—drought-sensitive DS under normal conditions and 12% polyethylene glycol-6000 PEG-induced osmotic stress. | NO
8869415 | Dermacoccus abyssi | salt | tomato | In this study, salt tolerant deep-sea actinobacterium, Dermacoccus abyssi MT1.1T was investigated plant growth promotion and salt stress mitigation in tomato seedlings. | NO
10653309 | Trichoderma | drought | Pseudopteris | -REF- screened out Trichoderma GS1, Pseudopteris GRs12, Penicillium GR19, and Trichoderma GR21 by applying periodic drought stress to Morus alba L. The mixed suspension can improve the drought tolerance of mulberry by inducing the production of catalase, soluble sugar, and chlorophyll. | NO
6930159 | Agrobacterium | salinity | Arthrocnemum | The diazotrophic salt-tolerant bacterial strains of Klebsiella, Agrobacterium, Pseudomonas, and Ochrobactrum isolated from the roots of a halophytic plant, Arthrocnemum indicum showed salinity tolerance ranging from 4 to 8% NaCl, and improved the productivity of peanut in saline as well as in control conditions -REF-. | NO
7343901 | Entamoeba coli | salinity | Arabidopsis | The AtMT2 promoter was selected since it represents a general abiotic stress promoter and over-expression of MTs in various model systems like Arabidopsis, tobacco, yeast and Entamoeba coli established its functional role in homeostasis and tolerance to heavy metal ions, high salinity, drought, low temperature, heavy metal ions, ABA, and ethylene. | NO
9706007 | Ensifer meliloti | drought | Bambara groundnut | Different Rhizobium species such as R. strain R1, Rhizobium tropici R2, R. cellulosilyticum R3, Rhizobium taibaishanense R4, and Ensifer meliloti R5 strains that were isolated from the rhizosphere of Bambara groundnut plants to enhanced seed germination of soybean PAN 1532 R plants when exposed to drought. | NO
7704454 | Botrytis cinerea | salinity | tomato | For instance, tomato and Arabidopsis grown under high salinity conditions displayed an increased susceptibility to infection with obligate biotrophic oomycete Phytophthora spp -REF-; -REF-, whereas tomato resistance toward infection with the necrotrophic fungus Botrytis cinerea was not affected under salt stress -REF-. | NO
7077179 | Miuraea persicae | water deficit | Brassica rapa | The dramatic influence of a water deficit applied to Brassica rapa infected source plants on the transmission efficiency of two unrelated virus species Cauliflower mosaic virus; CaMV; caulimovirus and Turnip mosaic virus; TuMV; potyvirus, transmitted in a non-circulative way by Miuraea persicae, was reported -REF-. | NO
9608499 | Bacillus | salt | wheat | The present study evaluated the potential of Bacillus strains to enhance plant growth and reduced the adverse effect of saline stress on wheat through regulation of salt resistant genes. | NO
7760370 | Aspergillus carbonarius | drought | sesame | Thermography has been used to detect a variety of biotic and abiotic stresses, such as Aspergillus carbonarius infection in grapes -REF-, drought stress in maize -REF-, apple scab disease -REF-, and drought stress in sesame plants -REF-. | NO
11371581 | Bacillus megaterium | drought | rice | Thus, this study aimed to isolate PGPR, Bacillus megaterium strains CACC109 and CACC119, from a ginseng field and investigate the mechanisms underlying PGPR-stimulated tolerance to drought stress by evaluating their plant growth-promoting activities and effects on rice growth and stress tolerance through in vitro assays, pot experiments, and physiological and molecular analyses. | NO
10785826 | Azospirillum brasilense | salt | rice | We identified 1387 DEGs in rice roots exposed to salt stress 200 mM NaCl and treated with Azospirillum brasilense, seven dpt -REF-. | NO
10823023 | Bacillus megaterium | drought | tomato | The only two WRKY-related studies that met the inclusion criteria for the meta-analysis showed that under drought stress conditions, in tomato inoculated with Streptomyces strains and Bacillus megaterium, WRKY70, SlWRKY75, and SlWRKY45 were downregulated -REF-; -REF-. | NO
10745732 | endophytic bacterium | drought | wheat | We hypnotized that endophytic bacterium Bacillus subtilis 10-4 BS, known for its plant growth-promoting properties -REF-, -REF-, -REF-, -REF-, enhances tolerance of wheat genotypes contrasting in drought sensitivity differently influencing the hormonal balance, specifically ABA, IAA, and CK, which are involved in protective responses and stress adaptation in plants. | NO
8472176 | Bacillus pumilus | salt | wheat | Bacillus pumilus FAB10 showed biofilm formation on the surface of wheat roots at a salt concentration of 250 mM. | NO
9309559 | Enterobacter cloacae | drought | toothache plant | Enterobacter cloacae rhizospheric bacteria isolated from Spilanthes acmella Murr toothache plant of Shivalik hills region secretes PGP attributes including, exopolysaccharides EPS and 1-aminocyclopropane-a-carboxylic acid ACC, acts as a biocontrol and biofertilizer under drought stress conditions Thakur et al., -REF-. | NO
9608499 | Bacillus | saline conditions | wheat | The Malondialdehyde MDA level was measured through the spectrophotometric method in inoculated and un-treated Bacillus strain wheat plants under saline conditions 200 mmol NaCl. | NO
11233480 | Potyvirus | drought | Turnip | showed that the level of SA is induced in the transgenic Arabis thaliana plants overexpressing Potyvirus Turnip mosaic virus TuMV 6K2 protein and in Nicotiana benthamiana plants infected with a viral construct overexpressing TuMV 6K2 protein under drought condition Prakash et al. | NO
9608499 | Bacillus | Salt | Wheat | Expression Analysis of Growth and Salt Related Genes in Wheat The expression of genes related to growth promotion and salt resistance in wheat plants under saline conditions were analysed in the presence of Bacillus strains NMCN1, LLCG23 and FZB42. | NO
10374332 | Gluconacetobacter diazotrophicus | heat | rice | IIRR N1 a silicate solublizer and Gluconacetobacter diazotrophicus, a plant growth promoting bacteria and their interaction with insoluble silicate sources on morpho-physiological and molecular attributes of rice Oryza sativa L. seedlings after exposure to heat stress in a controlled hydroponic system. | NO
7704454 | Phytophthora | salinity | chrysanthemum | On the other hand, salinity was shown to increase susceptibility in certain crops to particular pathogens as exemplified by tomato and chrysanthemum plants which are less resistant toward Phytophthora infection when grown under saline conditions -REF-. | NO
9142908 | Trichoderma longibrachiatum | saline conditions | maize | Preparation of the Trichoderma longibrachiatum MF Inoculant The Trichoderma longibrachiatum MF was isolated from the soil of a maize plant growing in salt contaminated soil, which had acclimatized to saline conditions prior. | NO
7077179 | potyvirus | water deficit | Cauliflower | The dramatic influence of a water deficit applied to Brassica rapa infected source plants on the transmission efficiency of two unrelated virus species Cauliflower mosaic virus; CaMV; caulimovirus and Turnip mosaic virus; TuMV; potyvirus, transmitted in a non-circulative way by Miuraea persicae, was reported -REF-. | NO
9961515 | Phytophthora infestans | drought | Tomato | Therefore, we analyzed and compared the transcriptomic responses of resistant and susceptible genotypes to seven biotic stresses Cladosporium fulvum, Phytophthora infestans, Pseudomonas syringae, Ralstonia solanacearum, Sclerotinia sclerotiorum, Tomato spotted wilt virus TSWV and Tuta absoluta and five abiotic stresses drought, salinity, low temperatures, and oxidative stress to identify genes involved in response to multiple stressors. | NO
11208634 | Bacillus aryabhattai | osmotic stress | rice | Bacterial cultures consisting of endophytic PGPR Bacillus subtilis and Bacillus aryabhattai and an epiphytic PGPR Bacillus aryabhattai were administered at three critical stages: transplantation of 42-day-old seedlings, vegetative stage at five weeks post-transplantation, and panicle initiation stage at seven weeks post-transplantation.ResultsSalt stress induced osmotic stress, ionic imbalances, and oxidative damage in rice plants, with consequent negative effects on growth, decrease in photosynthetic efficiency, and changes in hormonal regulation, along with increased methylglyoxal MG toxicity. | NO
10381829 | Trichoderma longibrachiatum | drought | Pinus massoniana | Trichoderma longibrachiatum Treatment Changed Osmolytes and Antioxidant Metabolism in Pinus massoniana under Drought Stress To further investigate the effect of Trichoderma longibrachiatum inoculation and drought stress on the seedling physiology, antioxidant and osmotic adjustment abilities were evaluated. | NO
8869415 | Dermacoccus barathri | salt | tomato | Previously, the inoculation of other Dermacoccus strains, Dermacoccus barathri MT2.1T and Desulfosoma profundi MT2.2T, did not result in an increase in total soluble sugar in tomato seedlings under salt stress -REF-. | NO
10326438 | Pseudomonas putida | salinity | maize | Another team investigated the effects of high salinity in soybean and maize in three mutants of Pseudomonas putida KT2440. | NO
10027718 | Pseudomonas alcaliphila | salt | rice | This objective of this study was to investigate the Pseudomonas alcaliphila mechanism of action on rice growth and yield enhancement under salt stress. | NO
8840115 | Enterobacter cloacae | salt | maize | In our research, rhizospheric bacteria Enterobacter cloacae PM23 was investigated regarding salinity tolerance, plant growth-promoting PGP activities, and its ability to alleviate salt stress in maize plants. | NO
11121501 | Fusarium | salt | tomato | Increased incidence of Fusarium wilt in Solanum lycopersicum tomato under salt stress was found to be caused by more sporulation of the fungi under saline conditions. | NO
10653309 | Penicillium | drought | Pseudopteris | -REF- screened out Trichoderma GS1, Pseudopteris GRs12, Penicillium GR19, and Trichoderma GR21 by applying periodic drought stress to Morus alba L. The mixed suspension can improve the drought tolerance of mulberry by inducing the production of catalase, soluble sugar, and chlorophyll. | NO
6780275 | Pseudomonas | cold | wheat | Pseudomonas and Bacillus strains are well documented to have positive effect on vigor index and root morphological parameters of seedlings and young plants -REF-, -REF- but in present study we report significant improvement in vigor index and root morphological parameters of wheat seedlings as well as wheat plants under cold stress by the inoculation of psychrophilic Bacillus CJCL2 and RJGP41. | NO
8869415 | Dermacoccus abyssi | salt | tomato | Biochemical changes in tomato after inoculation with Dermacoccus abyssi MT1.1T under salt stress were analyzed in terms of total soluble sugar, proline content, total chlorophyll content, and hydrogen peroxide H2O2 content -REF-A–D. | NO
10652019 | Streptomyces iranensis | salinity | barley | Results Abiotic stress-mitigating activities exhibited by Streptomyces iranensis The promotion of barley growth induced by Streptomyces iranensis was tested under multiple abiotic stresses including osmotic, salinity and drought. | NO
10823023 | Streptomyces | drought | tomato | The only two WRKY-related studies that met the inclusion criteria for the meta-analysis showed that under drought stress conditions, in tomato inoculated with Streptomyces strains and Bacillus megaterium, WRKY70, SlWRKY75, and SlWRKY45 were downregulated -REF-; -REF-. | NO
10924621 | Botrytis cinerea | osmotic stress | Arabidopsis | This work reports on the genetic mechanisms underlying the Arabidopsis response to single osmotic stress, and to combinatorial stress, either fungal infection using Botrytis cinerea or herbivory using Pieris rapae caterpillars followed by an osmotic stress treatment. | NO
11048422 | Microbacterium azadirachtae | salt | maize | The present study evaluated the effects of the newly isolated PGPR strain Microbacterium azadirachtae CNUC13 on the growth and development of maize plants under salt stress. | NO
10440431 | Rhodomonas | cold | Erica nutans | Based on pot experiments and metabolomics, the effects of Rhodomonas irregularis were investigated on the activities of antioxidant enzyme and metabolites in the roots of Erica nutans under cold stress 15/10°C, 16/8 h, day/night. | NO
9961515 | Pseudomonas syringae | drought | Tomato | Therefore, we analyzed and compared the transcriptomic responses of resistant and susceptible genotypes to seven biotic stresses Cladosporium fulvum, Phytophthora infestans, Pseudomonas syringae, Ralstonia solanacearum, Sclerotinia sclerotiorum, Tomato spotted wilt virus TSWV and Tuta absoluta and five abiotic stresses drought, salinity, low temperatures, and oxidative stress to identify genes involved in response to multiple stressors. | NO
9608499 | Bacillus | saline conditions | Wheat | Expression Analysis of Growth and Salt Related Genes in Wheat The expression of genes related to growth promotion and salt resistance in wheat plants under saline conditions were analysed in the presence of Bacillus strains NMCN1, LLCG23 and FZB42. | NO
11104533 | Fusarium equiseti | salinity | tomato | Four fungal endophytes Cephalotrichum cylindricum, Fusarium equiseti, Fusarium falciforme and Aspergilus puniceus were tested under greenhouse conditions for their ability to induce salinity tolerance in tomato seedlings. | NO
7704454 | Botrytis cinerea | salinity | Arabidopsis | For instance, tomato and Arabidopsis grown under high salinity conditions displayed an increased susceptibility to infection with obligate biotrophic oomycete Phytophthora spp -REF-; -REF-, whereas tomato resistance toward infection with the necrotrophic fungus Botrytis cinerea was not affected under salt stress -REF-. | NO
7411952 | Penicillium chrysogenum | Salt | box elder | Screening of Penicillium chrysogenum for Tomato Salt Tolerance Tomato plants colonized by the Penicillium chrysogenum endophyte were isolated from box elder Acer negundo CC2 growing in Clarke County under salt stress of 568 PPT TDS -REF-. | NO
9828629 | Bipolaris sorokiniana | Drought | Lolium perenne | Drought also supressed the disease protection conferred by endophytes against phytopathogens in Lolium perenne plants i.e., Bipolaris sorokiniana Li et al., -REF-. | NO
10745732 | endophytic bacterium | osmotic stress | wheat | A comparative analysis was conducted to evaluate the effects of seed priming with endophytic bacterium Bacillus subtilis 10-4 BS on the hormonal system and cell wall tolerance lipid peroxidation LPO, electrolyte leakage EL, and root lignin deposition of two Triticum aestivum L. wheat varieties with contrasting drought sensitivities Ekada 70—drought-tolerant DT; Salavat Yulaev—drought-sensitive DS under normal conditions and 12% polyethylene glycol-6000 PEG-induced osmotic stress. | NO
6892996 | Baculovirus | salinity | Citrus | Genes involved in programmed cell death PCD are also successfully reported for development of salinity tolerant transgenic rice using genes like AtBAG4 from Arabidopsis, p35 from Baculovirus, Hsp70 from Citrus tristeza virus and SfIAP from Spodoptera frugiperda Hoang et al. | NO
10516563 | Microbacterium | salt | rice | Among them six different genera Bacillus, Microbacterium, Achromobacter, Paraburkholderia, Aeromonas, Pseudomonas were isolated from commercial rice and seven different genera Bacillus, Aeromonas, Achromobacter, Microbacterium, Staphylococcus, Oerskovia, Cellulomonas from wild rice from both control unpaired and paired conditions under 0mM and 100mM salt stress. | NO
7704454 | Phytophthora | salinity | tomato | On the other hand, salinity was shown to increase susceptibility in certain crops to particular pathogens as exemplified by tomato and chrysanthemum plants which are less resistant toward Phytophthora infection when grown under saline conditions -REF-. | NO
7077179 | potyvirus | water deficit | Brassica rapa | The dramatic influence of a water deficit applied to Brassica rapa infected source plants on the transmission efficiency of two unrelated virus species Cauliflower mosaic virus; CaMV; caulimovirus and Turnip mosaic virus; TuMV; potyvirus, transmitted in a non-circulative way by Miuraea persicae, was reported -REF-. | NO
6930159 | Brevibacterium | saline conditions | Suaeda fruticosa | -REF- also reported that ACC-deaminase activity in halolerant bacterial genera of Arthrobacter, Bacillus, Brevibacterium, Gracilibacillus, Virgibacillus, Salinicoccus, and Pseudomonas, Exiguobacterium isolated from the rhizosphere and phytoplane of Suaeda fruticosa L. Forssk stimulated growth of maize under saline conditions. | NO
9698407 | Azospirillum brasilense | salt | tomato | In this context, the present work is aimed at comparatively investigating the effects of microbial i.e., Azospirillum brasilense and plant-derived biostimulants in alleviating salt stress in tomato plants by adopting a multidisciplinary approach. | NO
7192560 | Bacillus cereus | heat | tomato | Hence, in the present study, it was aimed to understand the combined effects of thermotolerant SA1 an isolate of Bacillus cereus and HA on tomato seedling’s growth and physiological changes at the biochemical, and molecular levels under heat stress. | NO
7550623 | Pseudomonas | salinity | wheat | In the present study, the specific role of phenazine production by rhizosphere-colonizing Pseudomonas in mediating the inhibitory effects of salinity on wheat seed germination and seedling growth in four different varieties was investigated using Pseudomonas chlororaphis 30-84 wild type and isogenic derivatives deficient or enhanced in phenazine production. | NO
9428627 | Glomus | drought-stressed | maize | The analyses have been done on leaves from non-treated plants control, drought-stressed plants, and drought-stressed maize developed from seeds inoculated with Glomus sp. | NO
11465243 | Bacillus velezensis | drought | rice | In this study, we investigated the effect of Bacillus velezensis strain GH1-13 on drought stress tolerance in rice. | NO
