10823023 | Ochrobactrum pseudogrignonense | water stress | Pisum sativum | -REF- studied Vigna mungo L. and Pisum sativum L. subjected to water stress and inoculated them with a combination of three ACC deaminase-producing rhizobacteria Ochrobactrum pseudogrignonense RJ12, Pseudomonas sp. | NO
11150836 | Pseudomonas | drought | white clover | Previously, a combination of three bacterial strains Pseudomonas putida, Pseudomonas sp., and Bacillus megaterium increased the root biomass of white clover Trifolium repens L. plants, indirectly improving their tolerance to drought stress -REF-. | NO
10381829 | Trichoderma | drought | Pinus massoniana | Based on microbial network analysis, certain dominant taxa driven by Trichoderma longibrachiatum inoculation, including genera of Penicillium, Trichoderma, Simplicillium, Saitozyma, Burkholderia, Bradyrhizobium, Sinomonas, and Mycobacterium, are indicated to play crucial roles in enhancing the drought resilience of Pinus massoniana. | NO
11133442 | Azotobacter | water stress | Valeriana officinalis | Application of AMF along with Azotobacter and Azospirillum enhanced the N and K content of Valeriana officinalis under water stress -REF-. | NO
10101020 | Kushneria konosiri | salt | rice | Thus, the dominant taxa Kushneria konosiri 1-1 and Bacillus marisflavi 23-1, with high abundance and strong growth-promoting function, were selected for coculture with rice seedlings to observe the growth-promoting effect on rice seedlings under salt treatment and water treatment. | NO
9269222 | Azotobacter chroococcum | salt | maize | Even salt stress resistance of maize improved with the application of biochar, along with plant growth promoting bacteria Azotobacter chroococcum SARS 10 and Pseudomonas koreensis MG209738 -REF-. | NO
10027718 | rhizosphere bacterium | salt | Pullea stutzeri | Furthermore, Bacillus velezensis stimulated the resident rhizosphere bacterium Pullea stutzeri through metabolic interactions, and the two-species consortium helped plants alleviate salt stress -REF-; -REF-. | NO
9213282 | Brevibacillus laterosporus | drought | rice | In another case, rice plants treated with a consortium of two rhizobacteria Bacillus amyloliquefaciens and Brevibacillus laterosporus and biochemical growth elicitors SA and β-aminobutyric acid exhibited improved growth and survival, and showed reduced levels of chlorosis, leaf rolling, wilting and necrosis under cold and drought stress Kakar et al. | NO
9213282 | Bacillus amyloliquefaciens | drought | rice | In another case, rice plants treated with a consortium of two rhizobacteria Bacillus amyloliquefaciens and Brevibacillus laterosporus and biochemical growth elicitors SA and β-aminobutyric acid exhibited improved growth and survival, and showed reduced levels of chlorosis, leaf rolling, wilting and necrosis under cold and drought stress Kakar et al. | NO
11509602 | Funneliformis mosseae | salt | Cenchrus ciliaris | So, the main purpose of this study was to estimate the role of AMF applied as a consortium of Claroideoglomus etunicatum, Funneliformis mosseae, Rhizophagus fasciculatum, and Rhizophagus intraradices species symbiosis in mitigating deleterious salt stress effects on the growth parameters shoot length SL, root length RL, shoot dry weight SDW, root dry weight RDW, root surface area RSA, total root length TRL, root volume RV, root diameter RD, number of nodes and leaves of Cenchrus ciliaris L. plants through improved accumulations of photosynthetic pigments chlorophyll a, chlorophyll b, total chlorophyll, proline and phenolic compounds. | NO
7287022 | Penicillium chrysogenum | saline stress | lettuce | In addition, a recent study conducted by -REF- formulated a consortium of microorganisms formed by two growth-promoting rhizobacteria of the genus Arthrobacter and Planoccocus and two endophytic root fungi Penicillium chrysogenum and Penicillium brevicompactum that worked effectively to reduce saline stress in pepper, lettuce, onion and tomato plants. | NO
9569789 | Azospirillum brasilense | salt | maize | Under salt stress, maize plants inoculated with Azospirillum brasilense Ab-V6, Rhizobium tropici, and co-inoculation with both bacteria showed up-regulation in leaves of genes related to antioxidant activity, such as APX1, CAT1, SOD2, and SOD4 -REF-. | NO
10101020 | Bacillus | salt | rice | Furthermore, the dominant bacteria Kushneria and Bacillus were obtained from the phyllosphere and rhizosphere, respectively, and their coculture with rice could effectively alleviate salt stress and promote rice growth. | NO
11116649 | Bradyrhizobium | salt | soybean | Similarly, dual inoculation of plant growth-promoting bacteria with Bradyrhizobium strains has proven more effective in enhancing salt tolerance in soybean, reducing salt-induced ethylene production, and improving nutrient uptake -REF-. | NO
9706007 | Pseudomonas | salt | maize | Rhizobium and Pseudomonas co-inoculation in maize was reported to increase proline production and decreased electrolyte leakage along with maintenance of leaf relative water content, and uptake of K+, as a mechanism in imparting salt tolerance -REF-. | NO
11150836 | Pseudomonas putida | drought | white clover | Previously, a combination of three bacterial strains Pseudomonas putida, Pseudomonas sp., and Bacillus megaterium increased the root biomass of white clover Trifolium repens L. plants, indirectly improving their tolerance to drought stress -REF-. | NO
11150836 | Bacillus thuringiensis | drought | Trichogyne repens | A previous study found that compared with uninoculated plants, the leaf PRO content of Trichogyne repens plants increased by 3–4 times following application of mixed cultures composed of arbuscular mycorrhizal fungi and Bacillus thuringiensis, which boosted plant drought tolerance -REF-. | NO
8614786 | Paenibacillus polymyxa | drought | common bean | Co-inoculation of Petalochilus vulgaris L. common bean with drought tolerating PGPR strains Rhizobium tropici CIAT 899, Paenibacillus polymyxa DSM36, and Paenibacillus polymyxa Loutit, resulted in higher growth and nodulation relative to plant raised in soil treated only with drought stressor PEG -REF-. | NO
10101020 | Bacillus marisflavi | salt | rice | Thus, the dominant taxa Kushneria konosiri 1-1 and Bacillus marisflavi 23-1, with high abundance and strong growth-promoting function, were selected for coculture with rice seedlings to observe the growth-promoting effect on rice seedlings under salt treatment and water treatment. | NO
11509602 | Rhizophagus intraradices | salt | Cenchrus ciliaris | So, the main purpose of this study was to estimate the role of AMF applied as a consortium of Claroideoglomus etunicatum, Funneliformis mosseae, Rhizophagus fasciculatum, and Rhizophagus intraradices species symbiosis in mitigating deleterious salt stress effects on the growth parameters shoot length SL, root length RL, shoot dry weight SDW, root dry weight RDW, root surface area RSA, total root length TRL, root volume RV, root diameter RD, number of nodes and leaves of Cenchrus ciliaris L. plants through improved accumulations of photosynthetic pigments chlorophyll a, chlorophyll b, total chlorophyll, proline and phenolic compounds. | NO
9306861 | Phoma putaminum | drought | Tribonema viride | The effects of dual inoculation on bacterial community were greater than those on fungal community, and combination of Phoma putaminum and Tribonema viride exerted a stronger impact on the microbiome under drought stress. | NO
10381829 | Bradyrhizobium | drought | Pinus massoniana | Based on microbial network analysis, certain dominant taxa driven by Trichoderma longibrachiatum inoculation, including genera of Penicillium, Trichoderma, Simplicillium, Saitozyma, Burkholderia, Bradyrhizobium, Sinomonas, and Mycobacterium, are indicated to play crucial roles in enhancing the drought resilience of Pinus massoniana. | NO
10535095 | Curvularia lunata | drought | rice | Similarly, in another study by Adhikari et al., silicon applied in combination with biochar, K2HPO4, and rhizospheric fungus Curvularia lunata isolate AR11 significantly improved the salt and drought stress tolerance in rice. | NO
7691295 | Pseudomonas | salt | Zea mays | The co-inoculation of Rhizobium and Pseudomonas resulted in increased proline production along with decreased electrolyte leakage, maintenance of leaf relative water content, and selective uptake of K+, therefore, eventually improving salt tolerance in Zea mays -REF-. | NO
10823023 | Pseudomonas | water stress | Petroselinum sativum | -REF- conducted a study on Vigna mungo L. and Petroselinum sativum L. subjected to water stress and inoculated with a consortium of three ACC deaminase-producing rhizobacteria O. pseudogrignonense RJ12, Pseudomonas sp. | NO
9634556 | Pseudomonas fluorescens | heat | Pimelea aeruginosa | SoilPro® Liventia, TX, United States is a MBSt containing Pseudomonas fluorescens and Pimelea aeruginosa and helps improve soil quality and heat stress tolerance -REF-. | NO
11150836 | Bacillus megaterium | drought | white clover | Previously, a combination of three bacterial strains Pseudomonas putida, Pseudomonas sp., and Bacillus megaterium increased the root biomass of white clover Trifolium repens L. plants, indirectly improving their tolerance to drought stress -REF-. | NO
10027718 | Bacillus velezensis | salt | Pullea stutzeri | Furthermore, Bacillus velezensis stimulated the resident rhizosphere bacterium Pullea stutzeri through metabolic interactions, and the two-species consortium helped plants alleviate salt stress -REF-; -REF-. | NO
8614786 | Rhizobium tropici | drought | common bean | Co-inoculation of Petalochilus vulgaris L. common bean with drought tolerating PGPR strains Rhizobium tropici CIAT 899, Paenibacillus polymyxa DSM36, and Paenibacillus polymyxa Loutit, resulted in higher growth and nodulation relative to plant raised in soil treated only with drought stressor PEG -REF-. | NO
9142908 | Trichoderma longibrachiatum | salt | maize | Our results suggest that AM fungi and Trichoderma longibrachiatum MF living in the rhizosphere of maize were coordinately involved in the plant’s adaptation to salt stress tolerance. | NO
10381829 | Trichoderma | drought | Pinus massoniana | These results suggested that Proteobacteria, enhanced under drought stress by Trichoderma inoculation, might play a crucial role in influencing the drought tolerance of Pinus massoniana. | NO
8998651 | Bacillus cereus | drought | cucumber | The inoculation of cucumber plants with a consortium of bacteria, including Bazzania subtilis, Bacillus cereus, and Serratia sp., has been shown to increase drought resistance by preserving photosynthetic activity through inhibition of the downregulation of APX genes and the RuBisCO large and small subunit genes, rbcL and rbcS. | NO
8998651 | Serratia | drought | cucumber | The inoculation of cucumber plants with a consortium of bacteria, including Bazzania subtilis, Bacillus cereus, and Serratia sp., has been shown to increase drought resistance by preserving photosynthetic activity through inhibition of the downregulation of APX genes and the RuBisCO large and small subunit genes, rbcL and rbcS. | NO
8003591 | Azotobacter chroococcum | salt | Vicia faba | Abd El-Ghany and Attia 2020 -REF- found that the combination of Mel and peat-based inoculants Rhizobium leguminosarum, a N fixing bacterium, and Azotobacter chroococcum, an EPS-producing bacterium synergistically enhanced salt stress tolerance in faba bean plants Vicia faba as compared to Mel- or inoculants-treated seeds alone. | NO
9428627 | Glomus | drought | Retama sphaerocarpa | Additionally, -REF- demonstrated that interactions between Bacillus thuringiensis and Glomus increase plant water uptake in Retama sphaerocarpa under drought. | NO
11233480 | Potexvirus | drought | Arabidopsis thaliana | Studies have shown that the interaction between Potexvirus RNA virus Potato virus X PVX and Potyvirus RNA virus Plum pox virus PPV can lead to improved tolerance to drought in Nicotiana benthamiana and Arabidopsis thaliana, suggesting that increased virulence exhibited by the synergistic interaction of these viruses may confer benefits in response to drought conditions Aguilar et al. | NO
11509602 | Rhizophagus | salt | Cenchrus ciliaris | So, the main purpose of this study was to estimate the role of AMF applied as a consortium of Claroideoglomus etunicatum, Funneliformis mosseae, Rhizophagus fasciculatum, and Rhizophagus intraradices species symbiosis in mitigating deleterious salt stress effects on the growth parameters shoot length SL, root length RL, shoot dry weight SDW, root dry weight RDW, root surface area RSA, total root length TRL, root volume RV, root diameter RD, number of nodes and leaves of Cenchrus ciliaris L. plants through improved accumulations of photosynthetic pigments chlorophyll a, chlorophyll b, total chlorophyll, proline and phenolic compounds. | NO
9706007 | Rhizobium | saline conditions | beans | Similarly, combined application of ACC deaminase and EPS-producing Bacillus isolates and Rhizobium improved faba beans seedling growth under saline conditions by accumulation of sugars and proteins -REF-. | NO
7287022 | Penicillium brevicompactum | saline stress | tomato | In addition, a recent study conducted by -REF- formulated a consortium of microorganisms formed by two growth-promoting rhizobacteria of the genus Arthrobacter and Planoccocus and two endophytic root fungi Penicillium chrysogenum and Penicillium brevicompactum that worked effectively to reduce saline stress in pepper, lettuce, onion and tomato plants. | NO
8003591 | Rhizobium leguminosarum | salt | Vicia faba | Abd El-Ghany and Attia 2020 -REF- found that the combination of Mel and peat-based inoculants Rhizobium leguminosarum, a N fixing bacterium, and Azotobacter chroococcum, an EPS-producing bacterium synergistically enhanced salt stress tolerance in faba bean plants Vicia faba as compared to Mel- or inoculants-treated seeds alone. | NO
11133442 | Paenibacillus lentimorbus | drought | chickpea | According to Khan et al., inoculation of Paenibacillus lentimorbus B-30488 along with salicylic acid and calcium alginate improved the height and dry weight of chickpea by 29.64 and 20.18% respectively under drought simulated conditions in field -REF-. | NO
10381829 | Burkholderia | drought | Pinus massoniana | Based on microbial network analysis, certain dominant taxa driven by Trichoderma longibrachiatum inoculation, including genera of Penicillium, Trichoderma, Simplicillium, Saitozyma, Burkholderia, Bradyrhizobium, Sinomonas, and Mycobacterium, are indicated to play crucial roles in enhancing the drought resilience of Pinus massoniana. | NO
10252715 | Herbaspirillum seropedicae | drought | maize | On the other hand, the inoculation of maize with the Azospirillum brasilense strain SP-7 in combination with the Herbaspirillum seropedicae strain Z-152 under drought conditions led to a decrease in the expression of the ZmVP14 gene, which is involved in the biosynthesis of ABA, and a decrease in the level of ABA in the plant. | NO
10823023 | Ochrobactrum pseudogrignonense | water stress | Vigna mungo | -REF- studied Vigna mungo L. and Pisum sativum L. subjected to water stress and inoculated them with a combination of three ACC deaminase-producing rhizobacteria Ochrobactrum pseudogrignonense RJ12, Pseudomonas sp. | NO
9213282 | Bacillus amyloliquefaciens | cold | rice | In another case, rice plants treated with a consortium of two rhizobacteria Bacillus amyloliquefaciens and Brevibacillus laterosporus and biochemical growth elicitors SA and β-aminobutyric acid exhibited improved growth and survival, and showed reduced levels of chlorosis, leaf rolling, wilting and necrosis under cold and drought stress Kakar et al. | NO
7287022 | Penicillium brevicompactum | saline stress | pepper | In addition, a recent study conducted by -REF- formulated a consortium of microorganisms formed by two growth-promoting rhizobacteria of the genus Arthrobacter and Planoccocus and two endophytic root fungi Penicillium chrysogenum and Penicillium brevicompactum that worked effectively to reduce saline stress in pepper, lettuce, onion and tomato plants. | NO
10535095 | Curvularia lunata | salt | rice | Similarly, in another study by Adhikari et al., silicon applied in combination with biochar, K2HPO4, and rhizospheric fungus Curvularia lunata isolate AR11 significantly improved the salt and drought stress tolerance in rice. | NO
7691295 | Glomus mosseae | salt | Lactuca sativa | -REF- examined the effects of inoculation of plant growth-promoting rhizobacterium Pseudomonas mendocina, alone or in combination with AMF Glomus intraradices or Glomus mosseae on the growth, nutrient accumulation, and physiological parameters of Lactuca sativa exposed to salt stress. | NO
7287022 | Arthrobacter | saline stress | lettuce | In addition, a recent study conducted by -REF- formulated a consortium of microorganisms formed by two growth-promoting rhizobacteria of the genus Arthrobacter and Planoccocus and two endophytic root fungi Penicillium chrysogenum and Penicillium brevicompactum that worked effectively to reduce saline stress in pepper, lettuce, onion and tomato plants. | NO
9569789 | Bradyrhizobium | drought | soybean | A beneficial bacterial consortium containing Bradyrhizobium spp., Azospirillum brasilense strains, and microbial secondary metabolites was found to mitigate oxidative damage in soybean cultivated under moderate drought by reducing leaf hydrogen peroxide content, proline and lipid peroxidation, and the enzyme activities of SOD, CAT, and APX -REF-. | NO
9269222 | Pseudomonas koreensis | salt | maize | Even salt stress resistance of maize improved with the application of biochar, along with plant growth promoting bacteria Azotobacter chroococcum SARS 10 and Pseudomonas koreensis MG209738 -REF-. | NO
11133442 | Mesorhizobium ciceri | drought | chickpea | reported that combined inoculation of Mesorhizobium ciceri RZ-11, Bacillus subtilis RP-01 and Bacillus mojavensis RS-14 resulted in 45–50% improvement in chickpea yield under drought stress -REF-. | NO
11233480 | Potyvirus | drought | Nicotiana benthamiana | Studies have shown that the interaction between Potexvirus RNA virus Potato virus X PVX and Potyvirus RNA virus Plum pox virus PPV can lead to improved tolerance to drought in Nicotiana benthamiana and Arabidopsis thaliana, suggesting that increased virulence exhibited by the synergistic interaction of these viruses may confer benefits in response to drought conditions Aguilar et al. | NO
10374332 | Gluconacetobacter diazotrophicus | heat | rice | IIRR N1 and Gluconacetobacter diazotrophicus along with insoluble silicates like diatomaceous earth and rice straw when used in combination as a organo-mineral biofertilizer, can result in conferring heat stress tolerance to a heat susceptible rice genotype. | NO
10653309 | Trichoderma | drought | Morus alba | -REF- screened out Trichoderma GS1, Pseudopteris GRs12, Penicillium GR19, and Trichoderma GR21 by applying periodic drought stress to Morus alba L. The mixed suspension can improve the drought tolerance of mulberry by inducing the production of catalase, soluble sugar, and chlorophyll. | NO
9213282 | Bacillus pumilus | salinity | Rice | Rice inoculated with a consortium of Pseudomonas pseudoalcaligenes and Bacillus pumilus exhibit better response to salinity by accumulating higher levels of glycine-betaine-like quaternary ammonium compounds and biomass Jha and Subramanian -REF-. | NO
11133442 | Azospirillum | water stress | Valeriana officinalis | Application of AMF along with Azotobacter and Azospirillum enhanced the N and K content of Valeriana officinalis under water stress -REF-. | NO
11203645 | Lysinibacillus fusiformis | salt | bean | -REF- also reported that the synergistic application of Lysinibacillus fusiformis L. PLT16 and rhizobacterium strain ameliorates the negative effects of drought and salt stress on soybean and bean plants by regulating photosynthesis and the hormonal and antioxidant systems. | NO
8998651 | Bacillus cereus | drought | Bazzania subtilis | The inoculation of cucumber plants with a consortium of bacteria, including Bazzania subtilis, Bacillus cereus, and Serratia sp., has been shown to increase drought resistance by preserving photosynthetic activity through inhibition of the downregulation of APX genes and the RuBisCO large and small subunit genes, rbcL and rbcS. | NO
9694901 | Rhizobium tropici | drought | common bean | For example, co-inoculation of a common bean with Rhizobium tropici and two strains of Paenibacillus polymyxa more effectively increased nitrogen content and promoted plant growth than inoculation with Rhizobium only especially in drought conditions -REF-. | NO
10381829 | Penicillium | drought | Pinus massoniana | Based on microbial network analysis, certain dominant taxa driven by Trichoderma longibrachiatum inoculation, including genera of Penicillium, Trichoderma, Simplicillium, Saitozyma, Burkholderia, Bradyrhizobium, Sinomonas, and Mycobacterium, are indicated to play crucial roles in enhancing the drought resilience of Pinus massoniana. | NO
11116649 | Pseudomonas | salt | alfalfa | Notably, double inoculation with Rhizobium and Pseudomonas has been observed to elicit positive adaptive responses in alfalfa under salt stress -REF-. | NO
7691295 | Rhizobium | salt | Zea mays | The co-inoculation of Rhizobium and Pseudomonas resulted in increased proline production along with decreased electrolyte leakage, maintenance of leaf relative water content, and selective uptake of K+, therefore, eventually improving salt tolerance in Zea mays -REF-. | NO
10381829 | Proteobacteria | drought | Pinus massoniana | These results suggested that Proteobacteria, enhanced under drought stress by Trichoderma inoculation, might play a crucial role in influencing the drought tolerance of Pinus massoniana. | NO
11150836 | Bacillus megaterium | drought | Trifolium repens | Previously, a combination of three bacterial strains Pseudomonas putida, Pseudomonas sp., and Bacillus megaterium increased the root biomass of white clover Trifolium repens L. plants, indirectly improving their tolerance to drought stress -REF-. | NO
9694901 | Paenibacillus polymyxa | drought | common bean | For example, co-inoculation of a common bean with Rhizobium tropici and two strains of Paenibacillus polymyxa more effectively increased nitrogen content and promoted plant growth than inoculation with Rhizobium only especially in drought conditions -REF-. | NO
11036750 | Azospirillum brasilense | water-stressed | wheat | Our study supports these results by showing how biochar, t-ZR, and Azospirillum brasilense work together to enhance enzyme activities in water-stressed wheat plants, including peroxidase, catalase, superoxide dismutase, polyphenol oxidase, and amylase. | NO
9706007 | Rhizobium | salt | maize | Rhizobium and Pseudomonas co-inoculation in maize was reported to increase proline production and decreased electrolyte leakage along with maintenance of leaf relative water content, and uptake of K+, as a mechanism in imparting salt tolerance -REF-. | NO
10653309 | Penicillium | drought | Morus alba | -REF- screened out Trichoderma GS1, Pseudopteris GRs12, Penicillium GR19, and Trichoderma GR21 by applying periodic drought stress to Morus alba L. The mixed suspension can improve the drought tolerance of mulberry by inducing the production of catalase, soluble sugar, and chlorophyll. | NO
11133442 | Bacillus mojavensis | drought | chickpea | reported that combined inoculation of Mesorhizobium ciceri RZ-11, Bacillus subtilis RP-01 and Bacillus mojavensis RS-14 resulted in 45–50% improvement in chickpea yield under drought stress -REF-. | NO
10823023 | Pseudomonas | water stress | Vigna mungo | -REF- conducted a study on Vigna mungo L. and Petroselinum sativum L. subjected to water stress and inoculated with a consortium of three ACC deaminase-producing rhizobacteria O. pseudogrignonense RJ12, Pseudomonas sp. | NO
7588442 | Pseudomonas putida | drought | maize | A similar effect was reported on maize inoculated with a combination of Azospirillum lipoferum and Pseudomonas putida and sown on soil conditioned with SAP, both under a normal watering regime and when subjected to drought -REF-. | NO
8229731 | Azospirillum baldaniorum | drought | rice | -REF- showed that Azospirillum and arbuscular mycorrhizal AM colonization improved growth and physiological traits of rice under well-watered and drought conditions; in particular, co-inoculation with AM and Azospirillum baldaniorum caused an increased gs of 35% and 80% under well-watered and drought conditions, respectively. | NO
7588442 | Azospirillum lipoferum | drought | maize | A similar effect was reported on maize inoculated with a combination of Azospirillum lipoferum and Pseudomonas putida and sown on soil conditioned with SAP, both under a normal watering regime and when subjected to drought -REF-. | NO
7287022 | Penicillium brevicompactum | saline stress | lettuce | In addition, a recent study conducted by -REF- formulated a consortium of microorganisms formed by two growth-promoting rhizobacteria of the genus Arthrobacter and Planoccocus and two endophytic root fungi Penicillium chrysogenum and Penicillium brevicompactum that worked effectively to reduce saline stress in pepper, lettuce, onion and tomato plants. | NO
11203645 | Lysinibacillus fusiformis | drought | soybean | -REF- also reported that the synergistic application of Lysinibacillus fusiformis L. PLT16 and rhizobacterium strain ameliorates the negative effects of drought and salt stress on soybean and bean plants by regulating photosynthesis and the hormonal and antioxidant systems. | NO
8614786 | Rhizobium tropici | drought | Petalochilus vulgaris | Co-inoculation of Petalochilus vulgaris L. common bean with drought tolerating PGPR strains Rhizobium tropici CIAT 899, Paenibacillus polymyxa DSM36, and Paenibacillus polymyxa Loutit, resulted in higher growth and nodulation relative to plant raised in soil treated only with drought stressor PEG -REF-. | NO
8614786 | Paenibacillus polymyxa | drought | Petalochilus vulgaris | Co-inoculation of Petalochilus vulgaris L. common bean with drought tolerating PGPR strains Rhizobium tropici CIAT 899, Paenibacillus polymyxa DSM36, and Paenibacillus polymyxa Loutit, resulted in higher growth and nodulation relative to plant raised in soil treated only with drought stressor PEG -REF-. | NO
11133442 | Bacillus megaterium | drought | chickpea | reported that theinoculation of Bazzania subtilis, Bacillus thuringiensis and Bacillus megaterium along with salicylic and putrescine under drought stress significantly reduced the APOX 70% and 68% and SOD 61% and 65% activities in both drought tolerant and sensitive varieties of chickpea -REF-. | NO
9213282 | Brevibacterium laterosporus | cold | rice | Treatment of rice with the combination of IAA- and siderophore-producing B. amyloliquefaciens and Brevibacterium laterosporus improves resistance to drought and cold stress by inducing the expression of genes such as OsMYB3R-2, dehydration-responsive element-binding protein 1 A OsDREB1A, OsCDPK13, and drought-induced LTP OsDIL Kakar et al. | NO
11150836 | Pseudomonas putida | drought | Trifolium repens | Previously, a combination of three bacterial strains Pseudomonas putida, Pseudomonas sp., and Bacillus megaterium increased the root biomass of white clover Trifolium repens L. plants, indirectly improving their tolerance to drought stress -REF-. | NO
8998651 | Serratia | drought | Bazzania subtilis | The inoculation of cucumber plants with a consortium of bacteria, including Bazzania subtilis, Bacillus cereus, and Serratia sp., has been shown to increase drought resistance by preserving photosynthetic activity through inhibition of the downregulation of APX genes and the RuBisCO large and small subunit genes, rbcL and rbcS. | NO
8003591 | Rhizobium leguminosarum | salt | faba bean | Abd El-Ghany and Attia 2020 -REF- found that the combination of Mel and peat-based inoculants Rhizobium leguminosarum, a N fixing bacterium, and Azotobacter chroococcum, an EPS-producing bacterium synergistically enhanced salt stress tolerance in faba bean plants Vicia faba as compared to Mel- or inoculants-treated seeds alone. | NO
