8760038 | Paenibacillus polymyxa CR1 | Desiccation | Arabidopsis | According to the study of -REF-, inoculation of Arabidopsis and soybean with Paenibacillus polymyxa CR1 induced the expression of the drought-responsive genes Response to Desiccation 29A RD29A and Response to Desiccation 29B RD29B and improved drought resistance. | YES
9518148 | Micrococcus yunnanensis | salt | rice | Halotolerant endophytic strains viz., Curtobacterium luteum SAK2, Curtobacterium oceanosedimentum SAK1, Bacillus cereus SA1, Enterobacter tabaci SA3, Enterobacter ludwigii SAK5, and Micrococcus yunnanensis SA2 resulted in a significant enhancement in growth and dry matter production of rice by increasing salt tolerance -REF-. | YES
9687498 | Bacillus amyloliquefaciens | salt | Mentha piperita | Another Bacillus amyloliquefaciens strain GB03 also showed the ability to release volatiles able to increase plant growth and chlorophyll content and to change the morphological characteristics of Mentha piperita plants, increasing their salt tolerance -REF-. | YES
9885586 | Pseudomonas putida | drought | chickpea | Pseudomonas putida MTCC5279 ameliorated drought stress in chickpea plants by differentially modulating stress-responsive genes at different stages of drought stress, including slight down-regulation of MYC2 -REF-. | YES
9415082 | Azospirillum brasilense | drought | maize | In drought-stressed plants, it has been shown that PGPR such as Paenibacillus polymyxa, Achromobacter piechaudi, Azospirillum brasilense, Pseudomonas sp., Burkholderia, Arthrobacter, Microccocus luteus, and Bacillus enhanced the drought tolerance of Arabidopsis thaliana -REF-, pepper, tomato -REF-, -REF-, wheat -REF- and maize -REF- plants. | YES
7646561 | Paenibacillus | drought | wheat | Moreover, drought tolerance occurs on wheat root colonization with Paenibacillus spp. | YES
8229731 | Azospirillum | drought | basil | Incubation of basil plants with Azospirillum and application of SA decreased the drought effects and resulted in increasing of the growth -REF-. | YES
8072474 | Alternaria | drought | tomato | The application of Alternaria, a fungal endophyte, conferred drought tolerance on tomato plants. | YES
9712829 | Trichoderma longibrachiatum | salt | Arabidopsis | Trichoderma harzianum, Trichoderma virens, Trichoderma atroviride, Trichoderma asperelloides, Trichoderma longibrachiatum, Trichoderma yunnanense, and Trichoderma afroharzianum have shown the ability to promote seed germination and plant growth of Arabidopsis up to 100 mM NaCl -REF-, cucumber up to 200 mM NaCl -REF-, wheat up to 200 mM NaCl -REF- and barley up to 200 mM NaCl -REF- under salt stress -REF-. | YES
9712829 | Trichoderma afroharzianum | salt | Arabidopsis | Trichoderma harzianum, Trichoderma virens, Trichoderma atroviride, Trichoderma asperelloides, Trichoderma longibrachiatum, Trichoderma yunnanense, and Trichoderma afroharzianum have shown the ability to promote seed germination and plant growth of Arabidopsis up to 100 mM NaCl -REF-, cucumber up to 200 mM NaCl -REF-, wheat up to 200 mM NaCl -REF- and barley up to 200 mM NaCl -REF- under salt stress -REF-. | YES
10785826 | Azospirillum brasilense | salt | rice | Understanding the underlying molecular mechanisms via which Azospirillum brasilense improves rice growth under salt stress will be vital as we develop strategies to grow crops under harsh environmental conditions. | YES
7688926 | Bacillus amyloliquefaciens | salt | Oryza sativa | Moreover, inoculating the rhizosphere with Bacillus amyloliquefaciens alleviated salt stress and allowed plants such as Arabidopsis Col-0, maize Jingtian, and rice Oryza sativa Lindenbergia indica var. | YES
6930159 | Marinobacter lipolyticus | salinity | wheat | inaquosorum and Marinobacter lipolyticus SM19 reduced adverse effects of salinity and drought stresses in wheat. | YES
9600683 | Ochrobactrum | drought | wheat | The endophytic bacteria Bacillus safensis and Ochrobactrum pseudogregnonense increased antioxidant activity and enhanced wheat growth under drought conditions -REF-. | YES
9075627 | Pseudomonas putida | salt | canola | PGPR Pseudomonas putida UW4 has been shown to enhance the growth of canola plants grown under the inhibitory level of salt stressors -REF-. | YES
9415082 | Arthrobacter | drought-stressed | maize | In drought-stressed plants, it has been shown that PGPR such as Paenibacillus polymyxa, Achromobacter piechaudi, Azospirillum brasilense, Pseudomonas sp., Burkholderia, Arthrobacter, Microccocus luteus, and Bacillus enhanced the drought tolerance of Arabidopsis thaliana -REF-, pepper, tomato -REF-, -REF-, wheat -REF- and maize -REF- plants. | YES
11284086 | Variovorax paradoxus | salinity | Pisum sativum | Similarly, inoculation with Variovorax paradoxus 5C-2, an ACC deaminase-producing PGPM, has provided salinity tolerance in Pisum sativum L. cv. | YES
8230635 | Pseudomonas | drought | Arabidopsis | Additionally, Arabidopsis and grapevine plants were adapted to drought stress due to inoculation with Pseudomonas and Acinetobacter species -REF-. | YES
11465243 | Bacillus aryabhattai | salt | rice | For example, Bacillus paramycoides DT-85 and Bacillus licheniformis K11 were found to enhance drought tolerance in wheat and peppers, and Bacillus aryabhattai B8W22 and Bacillus halotolerans MSR-H4 improved salt stress tolerance in rice and wheat -REF-; -REF-; -REF-; -REF-. | YES
9658302 | Streptomyces venezuelae | salt | wheat | Moreover, overexpression of acdS in Streptomyces venezuelae significantly boosted the salt tolerance of rice by increasing proline and reducing ethylene and Na+ content compared with that of the original strain -REF- PGP Streptomyces coelicolor DE07, Streptomyces olivaceus DE10, and Streptomyces geysiriensis DE27 were reported to promote the growth of wheat under water stress conditions -REF-. | YES
6930159 | Exiguobacterium | saline conditions | maize | -REF- also reported that ACC-deaminase activity in halolerant bacterial genera of Arthrobacter, Bacillus, Brevibacterium, Gracilibacillus, Virgibacillus, Salinicoccus, and Pseudomonas, Exiguobacterium isolated from the rhizosphere and phytoplane of Suaeda fruticosa L. Forssk stimulated growth of maize under saline conditions. | YES
8398416 | endophytic bacterium | drought | Brachypodium distachyon | In the grass Brachypodium distachyon, drought stress was mitigated with the help of an endophytic bacterium Bacillus subtilis B26, which also upregulated the stress responsive genes -REF-. | YES
7961088 | Bacillus tequilensis | heat | soybean | For Bacillus tequilensis SSB07, its plant growth-enhancing effects were further increased under heat stress, by significantly upregulating the endogenous JA and SA contents in the soybean phyllosphere while down-regulating the production of stress-responsive ABA -REF-. | YES
9415082 | Burkholderia | drought | Arabidopsis thaliana | In drought-stressed plants, it has been shown that PGPR such as Paenibacillus polymyxa, Achromobacter piechaudi, Azospirillum brasilense, Pseudomonas sp., Burkholderia, Arthrobacter, Microccocus luteus, and Bacillus enhanced the drought tolerance of Arabidopsis thaliana -REF-, pepper, tomato -REF-, -REF-, wheat -REF- and maize -REF- plants. | YES
9205400 | Periconia macrospinosa | salinity | barley | Here we indicated that three halotolerant fungal endophytes, i.e., Periconia macrospinosa, N. goegapense, and N. chichastianum, isolated from roots of Salt Lake plants growing in the central desert of Iran, increase barley plant’s tolerance to salinity, drought, and their combined effects. | YES
10326438 | Pseudomonas | drought | wheat | Under drought conditions, other IAA-producing Pseudomonas strain were able to improve growth in different plant species, including wheat, jujube, and Arabis thaliana -REF-; -REF-; -REF-; -REF-. | YES
9415082 | Bacillus | drought-stressed | tomato | In drought-stressed plants, it has been shown that PGPR such as Paenibacillus polymyxa, Achromobacter piechaudi, Azospirillum brasilense, Pseudomonas sp., Burkholderia, Arthrobacter, Microccocus luteus, and Bacillus enhanced the drought tolerance of Arabidopsis thaliana -REF-, pepper, tomato -REF-, -REF-, wheat -REF- and maize -REF- plants. | YES
9415082 | Achromobacter | drought-stressed | maize | In drought-stressed plants, it has been shown that PGPR such as Paenibacillus polymyxa, Achromobacter piechaudi, Azospirillum brasilense, Pseudomonas sp., Burkholderia, Arthrobacter, Microccocus luteus, and Bacillus enhanced the drought tolerance of Arabidopsis thaliana -REF-, pepper, tomato -REF-, -REF-, wheat -REF- and maize -REF- plants. | YES
10652019 | Streptomyces iranensis | drought | barley | Additionally, based on the analysis of barley seedling phenotypes, the treatment with Streptomyces iranensis resulted in a significant improvement in plant growth recovery from drought stress Fig. | YES
9415082 | Arthrobacter | drought-stressed | wheat | In drought-stressed plants, it has been shown that PGPR such as Paenibacillus polymyxa, Achromobacter piechaudi, Azospirillum brasilense, Pseudomonas sp., Burkholderia, Arthrobacter, Microccocus luteus, and Bacillus enhanced the drought tolerance of Arabidopsis thaliana -REF-, pepper, tomato -REF-, -REF-, wheat -REF- and maize -REF- plants. | YES
8072474 | Pseudomonas chlororaphis | drought | Arabidopsis thaliana | Root colonization by Pseudomonas chlororaphis induces systemic drought tolerance in Arabidopsis thaliana by increasing transcript accumulation from genes associated with defense, response to ROS, and phytohormone-responsiveness, accompanied by decreases in transcription factors associated with ethylene and abscisic acid signaling -REF-. | YES
9818225 | Pseudomonas stutzeri A1501 | salt | rice | Similarly, rice seedlings inoculated with Pseudomonas stutzeri A1501 alleviated heavy metals and salt stress. | YES
9319882 | Azospirillum brasilense | heat | wheat | Auxin producing Azospirillum brasilense was reported to mitigate heat stress in wheat by maintaining water status -REF-. | YES
7308537 | Achromobacter piechaudii | water stress | pepper | In addition, the treatment of tomato and pepper plants with ACC-deaminase producing Achromobacter piechaudii stimulates plant growth during water stress, contributing to larger plant size -REF-. | YES
9995459 | Pseudomonas | drought | alfalfa | This suggests that Pseudomonas and Novosphingobium have a high potential to enhance the adaptation of alfalfa to drought stress because of their high adaptability to drought environments and affinity for alfalfa roots. | YES
11284086 | Azospirillum brasilense | salinity | white clover | Similarly, inoculating white clover plant Trifolium repens with Azospirillum brasilense enhanced growth under salinity and reduced Na+ content, enhanced K+ content, and increased K+/Na+ ratio, suggesting that Azospirillum brasilense treatment contributes to ion homeostasis in plants under salinity -REF-. | YES
8924888 | Bacillus licheniformis | drought | wheat | Two of the isolated endophytes, Bacillus megaterium and Bacillus licheniformis, were reported to induce drought tolerance in wheat under drought stress, at least partly by enhancing proline level -REF-. | YES
11116649 | Pseudomonas flavescens | salinity | barley | Regarding the inoculation of beneficial microbial strains to help crops tolerant salinity, studies have demonstrated that inoculation with Pseudomonas flavescens D5 strain effectively increased the biomass and antioxidant enzyme activities of barley, while reducing the adverse effects of salt stress on barley -REF-. | YES
9658302 | Micrococcus yunnanensis | salt | Canola | Halotolerant actinobacteria such as Micrococcus yunnanensis, Corynebacterium variabile, and Arthrobacter nicotianae exhibited ACC deaminase activity that significantly promoted the growth of Canola plants under salt stress -REF-. | YES
9712829 | Pseudomonas | salt | Arabidopsis | Arabidopsis up to 200 mM NaCl -REF-, maize up to 150 mM NaCl -REF-, wheat up to 200 mM NaCl -REF-, cotton 0.35 % NaCl -REF-, cucumber 100 mM NaCl -REF-, peanut 100 mM NaCl -REF-, soybean 100 mM NaCl -REF-, -REF-, tomato up to 185 mM NaCl -REF-, sunflower EC up to 15.9 dS/m -REF-, oats and barley EC up to 9.4 dS/m -REF- have shown elevated growth under salt stress upon inoculation with Pseudomonas spp. | YES
11284086 | Bacillus fortis | salinity | capsicum | In capsicum, the application of a salt-tolerant rhizobacteria, Bacillus fortis, improved proline accumulation and conferred salinity tolerance -REF-. | YES
11176432 | Bacillus | salt | Reaumuria | The results indicate that auxins, zeatin, and jasmonic acid are involved in the stress response of Reaumuria soongorica seedlings to stressors, and inoculation with Bacillus can alleviate salt stress in plants by modulating plant hormone signal transduction -REF-; -REF-. | YES
11465243 | Bacillus paramycoides | drought | peppers | For example, Bacillus paramycoides DT-85 and Bacillus licheniformis K11 were found to enhance drought tolerance in wheat and peppers, and Bacillus aryabhattai B8W22 and Bacillus halotolerans MSR-H4 improved salt stress tolerance in rice and wheat -REF-; -REF-; -REF-; -REF-. | YES
9415082 | Paenibacillus polymyxa | drought | Arabidopsis thaliana | In drought-stressed plants, it has been shown that PGPR such as Paenibacillus polymyxa, Achromobacter piechaudi, Azospirillum brasilense, Pseudomonas sp., Burkholderia, Arthrobacter, Microccocus luteus, and Bacillus enhanced the drought tolerance of Arabidopsis thaliana -REF-, pepper, tomato -REF-, -REF-, wheat -REF- and maize -REF- plants. | YES
6930159 | Planococcus rifietoensis | salinity | chickpea | -REF- showed that EPS producing ST-PGPR Halomonas variabilis HT1 and Planococcus rifietoensis RT4 improved chickpea growth and stabilization of soil structure and aggregation under salinity. | YES
9712829 | Pseudomonas | salt | wheat | Arabidopsis up to 200 mM NaCl -REF-, maize up to 150 mM NaCl -REF-, wheat up to 200 mM NaCl -REF-, cotton 0.35 % NaCl -REF-, cucumber 100 mM NaCl -REF-, peanut 100 mM NaCl -REF-, soybean 100 mM NaCl -REF-, -REF-, tomato up to 185 mM NaCl -REF-, sunflower EC up to 15.9 dS/m -REF-, oats and barley EC up to 9.4 dS/m -REF- have shown elevated growth under salt stress upon inoculation with Pseudomonas spp. | YES
7308537 | Herbaspirillum robiniae | water stress | maize | Although Herbaspirillum seropedicae has been shown to increase the plant size of maize under water stress -REF-, to our knowledge, we are the first to document Herbaspirillum robiniae as a PGPR under water stressed conditions. | YES
11176432 | Peribacillus | salt | Reaumuria | The Bacillus and Peribacillus strains screened in this study promote the growth of Reaumuria soongorica and enhance its salt stress tolerance by inducing systemic tolerance in the plant. | YES
11465243 | Bacillus paramycoides | drought | wheat | For example, Bacillus paramycoides DT-85 and Bacillus licheniformis K11 were found to enhance drought tolerance in wheat and peppers, and Bacillus aryabhattai B8W22 and Bacillus halotolerans MSR-H4 improved salt stress tolerance in rice and wheat -REF-; -REF-; -REF-; -REF-. | YES
9415082 | Pseudomonas | drought-stressed | wheat | In drought-stressed plants, it has been shown that PGPR such as Paenibacillus polymyxa, Achromobacter piechaudi, Azospirillum brasilense, Pseudomonas sp., Burkholderia, Arthrobacter, Microccocus luteus, and Bacillus enhanced the drought tolerance of Arabidopsis thaliana -REF-, pepper, tomato -REF-, -REF-, wheat -REF- and maize -REF- plants. | YES
8230635 | Acinetobacter | drought | Arabidopsis | Additionally, Arabidopsis and grapevine plants were adapted to drought stress due to inoculation with Pseudomonas and Acinetobacter species -REF-. | YES
7917748 | Azotobacter | drought | maize | In peanut, it helps to alleviate the negative effects of water restriction -REF-.Azotobacter isolated from semi-arid regions is capable of alleviating drought stress after inoculation in maize -REF-. | YES
9600683 | Burkholderia phytofirmans | cold | grapevine | Reports suggest that the endophytic bacteria Burkholderia phytofirmans strain PsJN can alter photosynthesis and the carbohydrate metabolism involved in chilling stress, thereby enhancing the cold tolerance of grapevine plants -REF-, -REF-. | YES
7933552 | Aspergillus aculeatus | heat | perennial ryegrass | Taking these results together, Aspergillus aculeatus may confer drought and heat tolerance to perennial ryegrass by altering the expression of drought and heat-related genes. | YES
9712829 | Pseudomonas putida | salt | tomato | The mutation of trehalose synthesis in Pseudomonas putida UW4 completely blocked the promotion of tomato root development and growth under saline conditions, suggesting a critical role of microbe-produced osmolytes in plant salt tolerance -REF-, -REF-. | YES
10765411 | Bacillus megaterium | drought | Oryza sativa | Similarly, inoculation with the rice phyllosphere bacteria Bacillus megaterium strain PB50 has been found to enhance the drought tolerance of Oryza sativa rice pots -REF-. | YES
9415082 | Achromobacter | drought | pepper | In drought-stressed plants, it has been shown that PGPR such as Paenibacillus polymyxa, Achromobacter piechaudi, Azospirillum brasilense, Pseudomonas sp., Burkholderia, Arthrobacter, Microccocus luteus, and Bacillus enhanced the drought tolerance of Arabidopsis thaliana -REF-, pepper, tomato -REF-, -REF-, wheat -REF- and maize -REF- plants. | YES
11371581 | Bacillus subtilis | drought | Arabis thaliana | Additionally, application of Bacillus subtilis GOT9 to Arabis thaliana and Brassica campestris enhances drought tolerance and survival by hyper-inducing various genes responsible for improved drought tolerance phenotypes -REF-. | YES
8891170 | Aspergillus terreus | saline conditions | maize | Under saline conditions, Aspergillus terreus showed a substantial increase in growth, biomass, relative water content, oxidative balance, and photochemical efficiency of rice and maize plants. | YES
8773105 | Pantoea dispersa | cold | wheat | Similarly, the cold-tolerant PGPR Pantoea dispersa was able to improve cold tolerance in wheat by enhancing nutrient solubilization and higher production of IAA -REF-. | YES
10785826 | Azospirillum brasilense | salt | rice | Nevertheless, our findings provide important insights into salt stress tolerance and adaptation in rice by Azospirillum brasilense. | YES
10484105 | Rhizobium | drought | beans | We suggest that Rhizobium strain ‘QHCD11’ may be further developed into a useful inoculant for improving the drought tolerance of faba beans and, potentially, other leguminous. | YES
7064656 | Burkholderia graminis | salt | tomato | Inoculation of tomato plants with AHL-producing Burkholderia graminis M14 conferred dramatic protection against salt stress, and the transgenic tomato lines expressing YenI short-chain AHL producers and LasI long-chain AHL producers exhibited salt tolerance Barriuso et al. | YES
9415082 | Bacillus | drought-stressed | maize | In drought-stressed plants, it has been shown that PGPR such as Paenibacillus polymyxa, Achromobacter piechaudi, Azospirillum brasilense, Pseudomonas sp., Burkholderia, Arthrobacter, Microccocus luteus, and Bacillus enhanced the drought tolerance of Arabidopsis thaliana -REF-, pepper, tomato -REF-, -REF-, wheat -REF- and maize -REF- plants. | YES
7380250 | Enterobacter cloacae | salt | rape | Also Li et al., have shown that among the 8 strains of salt-tolerant bacteria, Enterobacter cloacae HSNJ4 can promote the germination of rape seeds, balance the relative content of IAA and ethylene in seedlings, increase root length, stem length, lateral root content and chlorophyll content, and improve its salt tolerance -REF-. | YES
10520250 | Bacillus safensis | drought | wheat | For instance, inoculation of wheat plants by Burkholderia phytofirmans -REF-., Bacillus safensis and Ochrobactrum pseudogregnonense -REF- enhance drought tolerance by improving photosynthetic activity, soil moisture, and nutrient and water absorption, antioxidant activity. | YES
9415082 | Arthrobacter | drought | tomato | In drought-stressed plants, it has been shown that PGPR such as Paenibacillus polymyxa, Achromobacter piechaudi, Azospirillum brasilense, Pseudomonas sp., Burkholderia, Arthrobacter, Microccocus luteus, and Bacillus enhanced the drought tolerance of Arabidopsis thaliana -REF-, pepper, tomato -REF-, -REF-, wheat -REF- and maize -REF- plants. | YES
7646561 | Pseudomonas putida | drought | acacia | Some PGPR strains such as Paenibacillus polymyxa, Acetobacter calcoaceticus, Pseudomonas putida, and Pseudomonas fluorescens enhanced the drought stress tolerance in acacia under greenhouse conditions. | YES
10785826 | Azospirillum brasilense | salinity | rice | In addition, studies in different plant systems e.g., wheat, rice, Arabidopsis thaliana have reported that inoculation with PGPB such as Azospirillum brasilense and P. phytofirmans can promote growth and nutrient uptake under high salinity conditions -REF-; -REF-; -REF-; -REF-; -REF-. | YES
8472176 | Curtobacterium albidum | salt | Rice | Rice inoculated with ACC-deaminase-producer Curtobacterium albidum SRV4 increased yield under salt stress, compared to controlled conditions -REF-. | YES
11379202 | Pseudomonas putida | water stress | Arabis thaliana | Inoculation with Pseudomonas putida GAP P45 modulated the expression of proline metabolic genes in Arabis thaliana under water stress conditions -REF- and caused significant fluctuations in the production of putrescine, spermidine, and spermine, which was positively correlated with tolerance to water stress -REF-. | YES
11284086 | Pantoea agglomerans | salinity | maize | For instance, in maize, application of Pantoea agglomerans or B. megaterium upregulated aquaporin genes, improving root hydraulic conductivity and salinity tolerance -REF-; -REF-. | YES
9436562 | Bacillus velezensis | salt | tomato | The ACC deaminase-producing bacterium Bacillus licheniformis HSW-16 and an endophytic halotolerant Bacillus velezensis FMH2 were reported to confer salt stress tolerance in wheat and tomato plants, respectively -REF-, -REF-. | YES
8472176 | Achromobacter piechaudii | drought | tomato | Other plants, such as tomato and pepper, inoculated with ACC deaminase producing Achromobacter piechaudii ARV8, showed beneficial impacts, such as increased growth, particularly fresh and dry weights, under drought stress -REF-. | YES
10326438 | Pseudomonas | drought | maize | Another Pseudomonas strains, P. pseudoalcaligenes SMR-16, can improve maize growth under drought using volatile compounds -REF-. | YES
6930159 | Arthrobacter | saline conditions | maize | -REF- also reported that ACC-deaminase activity in halolerant bacterial genera of Arthrobacter, Bacillus, Brevibacterium, Gracilibacillus, Virgibacillus, Salinicoccus, and Pseudomonas, Exiguobacterium isolated from the rhizosphere and phytoplane of Suaeda fruticosa L. Forssk stimulated growth of maize under saline conditions. | YES
9658302 | Arthrobacter endophyticus | salt | Arabidopsis thaliana | Similarly, transcriptomic analysis of Arabidopsis thaliana inoculated with endophytic Arthrobacter endophyticus SYSU 333322 and Nocardiopsis alba SYSU 333140 indicated that both strains were involved in enhancing salt stress ability -REF-. | YES
6930159 | Gracilibacillus | saline conditions | maize | -REF- also reported that ACC-deaminase activity in halolerant bacterial genera of Arthrobacter, Bacillus, Brevibacterium, Gracilibacillus, Virgibacillus, Salinicoccus, and Pseudomonas, Exiguobacterium isolated from the rhizosphere and phytoplane of Suaeda fruticosa L. Forssk stimulated growth of maize under saline conditions. | YES
8416046 | Bacillus amyloliquefaciens | salt | Arabidopsis | For instance, overexpression of NHX encoding a tonoplast Na+/H+ antiporter enhanced salt tolerance of Arabidopsis plants Zhang and Blumwald, -REF-, while its expression can be induced by inoculations with Bacillus amyloliquefaciens in maize Chen et al., -REF- and Arabidopsis Liu et al., -REF-, but not in rice Nautiyal et al., -REF-, indicating that transcriptome responses are species-dependent. | YES
11157439 | Bradyrhizobium | drought | Groundnut | Groundnut inoculated with Bradyrhizobium under drought conditions demonstrated stress resistance due to amino acids produced from the nitrogenase to catalyzed the conversion of atmospheric nitrogen N2 to ammonia NH3 ions -REF-; -REF-. | YES
9712829 | Pseudomonas | salt | tomato | Arabidopsis up to 200 mM NaCl -REF-, maize up to 150 mM NaCl -REF-, wheat up to 200 mM NaCl -REF-, cotton 0.35 % NaCl -REF-, cucumber 100 mM NaCl -REF-, peanut 100 mM NaCl -REF-, soybean 100 mM NaCl -REF-, -REF-, tomato up to 185 mM NaCl -REF-, sunflower EC up to 15.9 dS/m -REF-, oats and barley EC up to 9.4 dS/m -REF- have shown elevated growth under salt stress upon inoculation with Pseudomonas spp. | YES
11465243 | Bacillus velezensis | drought | rice | These results indicate that ROS accumulation plays a crucial role in plant tolerance to abiotic stresses and support our finding that Bacillus velezensis GH1-13 enhances drought stress tolerance in rice by activating the expression of ROS-scavenging genes and suppressing the accumulation of ROS. | YES
11465243 | Bacillus aryabhattai B8W22 | salt | wheat | For example, Bacillus paramycoides DT-85 and Bacillus licheniformis K11 were found to enhance drought tolerance in wheat and peppers, and Bacillus aryabhattai B8W22 and Bacillus halotolerans MSR-H4 improved salt stress tolerance in rice and wheat -REF-; -REF-; -REF-; -REF-. | YES
7641974 | Pantoea alhagi | salt | rice | In another study, inoculation of EPS producing endophyte, Pantoea alhagi NX-11 improved salt tolerance of rice seedlings by improving the antioxidant activity resulting in better growth in comparison to the plants treated with EPS mutant NX-11eps– -REF-. | YES
9121094 | Bacillus atrophaeus | saline conditions | maize | In conclusion, this study showed that Bacillus atrophaeus WZYH01 and Planococcus soli WZYH02 could be used as eco-friendly PGPR based on their potential in promoting and protecting maize plant growth under saline conditions. | YES
10252715 | Azospirillum lipoferum | drought | maize | The inoculation of maize plants with Azospirillum lipoferum improved plant growth by accumulating free amino acids and soluble sugars compared to untreated plants under drought stress conditions -REF-. | YES
11371581 | Dietzia natronolimnaea | salinity | wheat | In wheat, PGPR strains such as Arthrobacter protophormiae SA3, Bacillus subtilis LDR2, and Dietzia natronolimnaea STR1 enhance drought and salinity tolerance by modifying the expression of genes and transcription factors related to the ET signaling pathway -REF-. | YES
10433232 | Pseudomonas | salt | rice | Tolerance in rice was increased against salt stress by inoculation of Pseudomonas sp. | YES
10484105 | Rhizobium phaseoli | drought | maize | -REF- found a significant increase in the photosynthesis of maize plant as a result of inoculation with Rhizobium phaseoli under drought stress and confer tolerance to abiotic stresses. | YES
9518148 | Bacillus cereus | salt | rice | Halotolerant endophytic strains viz., Curtobacterium luteum SAK2, Curtobacterium oceanosedimentum SAK1, Bacillus cereus SA1, Enterobacter tabaci SA3, Enterobacter ludwigii SAK5, and Micrococcus yunnanensis SA2 resulted in a significant enhancement in growth and dry matter production of rice by increasing salt tolerance -REF-. | YES
