9995459 | Stenotrophomonas | drought | alfalfa | Our results indicate that under adequate watering conditions, the drought-tolerant alfalfa variety AH already had abundant communities of drought-resistant bacteria, such as Ensifer  -REF-, Massilia, and Stenotrophomonas  -REF- in the rhizosphere, and that these bacteria began to increase only when the drought-sensitive variety QS was subjected to drought  -REF-, -REF-. | NO
10653309 | Aspergillus | drought | cotton | -REF- found that Aspergillus has a high abundance in cotton rhizosphere soil under drought stress. | NO
11361983 | Firmicutes | high temperature | Phalaenopsis aphrodite | 3.3         Effects of high temperature stress on the endophytic bacterial community in the root system of Phalaenopsis aphrodite          As shown in  Figure 3A , at the genus level, Proteobacteria 67.7%, Firmicutes 13.2%, and Firmicutes 13.2% were the top five endophytic bacteria in the root of Phalaenopsis aphrodite. | NO
11361983 | Bacillus | high temperature | Phalaenopsis aphrodite | 4.4         The impact of high temperature stress on endophytic bacteria in the root system of Phalaenopsis aphrodite and its relationship with the physiological characteristics of Phalaenopsis aphrodite and the production of negative oxygen ions         The experimental results show that the abundances of the bacteria Bacillus, Proteobacteria, and Pseudomonas are significantly positively correlated with chlorophyll content. | NO
11361983 | Pseudomonas | High temperature | Phalaenopsis aphrodite | High temperature stress alters the abundance of endophytic bacteria such as Acetobacteraceae, Pseudomonas, Bacillus, Enterobacteriaceae  -REF-, and endophytic fungi such as Rhodotorula, Talaromyces, and Blastobotrys in the roots of Phalaenopsis aphrodite, which may favor the increased levels of Pro and chlorophyll in the leaves of Phalaenopsis aphrodite. | NO
11361983 | Rhodotorula | High temperature | Phalaenopsis aphrodite | High temperature stress alters the abundance of endophytic bacteria such as Acetobacteraceae, Pseudomonas, Bacillus, Enterobacteriaceae  -REF-, and endophytic fungi such as Rhodotorula, Talaromyces, and Blastobotrys in the roots of Phalaenopsis aphrodite, which may favor the increased levels of Pro and chlorophyll in the leaves of Phalaenopsis aphrodite. | NO
11361983 | Enterobacteriaceae | High temperature | Phalaenopsis aphrodite | High temperature stress alters the abundance of endophytic bacteria such as Acetobacteraceae, Pseudomonas, Bacillus, Enterobacteriaceae  -REF-, and endophytic fungi such as Rhodotorula, Talaromyces, and Blastobotrys in the roots of Phalaenopsis aphrodite, which may favor the increased levels of Pro and chlorophyll in the leaves of Phalaenopsis aphrodite. | NO
8566882 | Proteobacteria | drought | Populus | Using Populus trees as a model ecosystem, we found that the diversity of the root microbial community decreased during drought treatment and that compositional shifts in microbes during drought stress were driven by the relative abundances of a large number of dominant phyla, including Actinobacteria, Firmicutes, and Proteobacteria. | NO
10520250 | Chloroflexi | salt | groundnuts | For example, in the rhizosphere of groundnuts, salt stress increased the relative abundance of cyanobacteria and Acidobacteria while decreasing the number of Actinobacteria and Chloroflexi  -REF-. | NO
8184954 | Gammaproteobacteria | drought | wheat | In the profiled seed microbiome, drought stress and wheat lines had significant effects the abundance of Gammaproteobacteria. | NO
9694901 | Actinobacteria | drought | Oryza sativa | In drought stress conditions, an increase in the abundance of the rhizospheric drought stress-resistant bacteria in Oryza sativa L. was observed, mainly members of Actinobacteria and Chloroflexi, whereas the abundance of Acidobacteria and Deltaproteobacteria decreased  -REF-. | NO
9694901 | Acidobacteria | drought | Oryza sativa | In drought stress conditions, an increase in the abundance of the rhizospheric drought stress-resistant bacteria in Oryza sativa L. was observed, mainly members of Actinobacteria and Chloroflexi, whereas the abundance of Acidobacteria and Deltaproteobacteria decreased  -REF-. | NO
9694901 | Chloroflexi | drought | Oryza sativa | In drought stress conditions, an increase in the abundance of the rhizospheric drought stress-resistant bacteria in Oryza sativa L. was observed, mainly members of Actinobacteria and Chloroflexi, whereas the abundance of Acidobacteria and Deltaproteobacteria decreased  -REF-. | NO
9694901 | Deltaproteobacteria | drought | Oryza sativa | In drought stress conditions, an increase in the abundance of the rhizospheric drought stress-resistant bacteria in Oryza sativa L. was observed, mainly members of Actinobacteria and Chloroflexi, whereas the abundance of Acidobacteria and Deltaproteobacteria decreased  -REF-. | NO
8163885 | Actinobacteria | drought | sorghum | This is supported by evidence presented in this study, including: 1 reduced iron uptake by the sorghum root during drought, 2 the abundance of iron metabolism genes in enriched Actinobacteria, 3 induced Actinobacterial enrichment in a mutant maize line with reduced iron uptake, and 4 loss of Actinobacterial enrichment in drought-stressed roots upon application of iron. | NO
10090257 | Sideroxydans | drought | rice | The relative abundance of Marmoricola, Streptomyces, Sideroxydans and Candidatus_Solibacter was greater under drought for both rice genotypes, while that of Anaeromyxobacter was lower in the drought treatment Fig. | NO
10805835 | Proteobacteria | cold | Arnebia euchroma | A study conducted on the cultivable microbiome of the medicinal plant Arnebia euchroma growing in extreme cold and arid conditions of the Himalayas detected the highest abundances of Proteobacteria and Ascomycota  -REF-. | NO
11361983 | Blastobotrys | High temperature | Phalaenopsis aphrodite | High temperature stress alters the abundance of endophytic bacteria such as Acetobacteraceae, Pseudomonas, Bacillus, Enterobacteriaceae  -REF-, and endophytic fungi such as Rhodotorula, Talaromyces, and Blastobotrys in the roots of Phalaenopsis aphrodite, which may favor the increased levels of Pro and chlorophyll in the leaves of Phalaenopsis aphrodite. | NO
8566882 | Actinobacteria | drought | Populus | Using Populus trees as a model ecosystem, we found that the diversity of the root microbial community decreased during drought treatment and that compositional shifts in microbes during drought stress were driven by the relative abundances of a large number of dominant phyla, including Actinobacteria, Firmicutes, and Proteobacteria. | NO
8566882 | Firmicutes | drought | Populus | Using Populus trees as a model ecosystem, we found that the diversity of the root microbial community decreased during drought treatment and that compositional shifts in microbes during drought stress were driven by the relative abundances of a large number of dominant phyla, including Actinobacteria, Firmicutes, and Proteobacteria. | NO
8184954 | Burkholderiaceae | drought | wheat | In DSL under DC, the three most abundant families were Enterobacteriaceae 9.0% 31.6%, Burkholderiaceae 8.8% and Chitinophagaceae 6.7%.Figure 3Comparison of the microbiomes normalised percent abundance of wheat plants under drought and rainfed conditions DSU-DT—drought susceptible lines under drought conditions, DTO—DT drought tolerant lines under drought conditions, DSU-RF—drought susceptible under rainfed conditions and DTO-RF—drought tolerant under rainfed conditions at the family level. | NO
10766110 | Bacillus | salinity | alfalfa | It is noteworthy that regardless of salinity levels and variety, Bacillus was consistently the most abundant bacterium significantly enriched in the rhizosphere of alfalfa in saline-alkali soils  Figure 5B . | NO
9995459 | Ensifer | drought | alfalfa | Our results indicate that under adequate watering conditions, the drought-tolerant alfalfa variety AH already had abundant communities of drought-resistant bacteria, such as Ensifer  -REF-, Massilia, and Stenotrophomonas  -REF- in the rhizosphere, and that these bacteria began to increase only when the drought-sensitive variety QS was subjected to drought  -REF-, -REF-. | NO
11361983 | Talaromyces | High temperature | Phalaenopsis aphrodite | High temperature stress alters the abundance of endophytic bacteria such as Acetobacteraceae, Pseudomonas, Bacillus, Enterobacteriaceae  -REF-, and endophytic fungi such as Rhodotorula, Talaromyces, and Blastobotrys in the roots of Phalaenopsis aphrodite, which may favor the increased levels of Pro and chlorophyll in the leaves of Phalaenopsis aphrodite. | NO
10327542 | Actinobacteria | drought | apple | Interestingly, the 4-MU inoculation significantly promoted the increase in the relative abundance of bacterial phylum Actinobacteria, Firmicutes, and Chloroflexi, implying the significant roles of 4-MU in drought resistance in apple rootstock via reshaping bacterial communities in rhizosphere. | NO
10520250 | Actinobacteria | salt | groundnuts | For example, in the rhizosphere of groundnuts, salt stress increased the relative abundance of cyanobacteria and Acidobacteria while decreasing the number of Actinobacteria and Chloroflexi  -REF-. | NO
10381829 | Proteobacteria | drought | Pinus massoniana | In the present study, Trichoderma longibrachiatum application resulted in significant differences in the composition and diversity of the bacterial and fungal communities in the Pinus massoniana rhizosphere compared with those of the −T treatment and significantly enhanced the relative abundance of the dominant phyla, including Proteobacteria and Mortierellomycota, under drought stress. | NO
10520250 | cyanobacteria | salt | groundnuts | For example, in the rhizosphere of groundnuts, salt stress increased the relative abundance of cyanobacteria and Acidobacteria while decreasing the number of Actinobacteria and Chloroflexi  -REF-. | NO
11361983 | Pseudomonas | high temperature | Phalaenopsis aphrodite | 4.4         The impact of high temperature stress on endophytic bacteria in the root system of Phalaenopsis aphrodite and its relationship with the physiological characteristics of Phalaenopsis aphrodite and the production of negative oxygen ions         The experimental results show that the abundances of the bacteria Bacillus, Proteobacteria, and Pseudomonas are significantly positively correlated with chlorophyll content. | NO
9456345 | Actinomycetes | drought | barley | Here, a significant enrichment of Actinomycetes in the barley rhizosphere was found under drought. | NO
9995459 | Massilia | drought | alfalfa | Our results indicate that under adequate watering conditions, the drought-tolerant alfalfa variety AH already had abundant communities of drought-resistant bacteria, such as Ensifer  -REF-, Massilia, and Stenotrophomonas  -REF- in the rhizosphere, and that these bacteria began to increase only when the drought-sensitive variety QS was subjected to drought  -REF-, -REF-. | NO
8396473 | Actinobacteria | drought | Sorghum bicolor | Wipf  -REF- discovered that the relative abundance of Actinobacteria surged in the root microbiome of Sorghum bicolor both during drought and more gradually as temperature increased. | NO
10520250 | Acidobacteria | salt | groundnuts | For example, in the rhizosphere of groundnuts, salt stress increased the relative abundance of cyanobacteria and Acidobacteria while decreasing the number of Actinobacteria and Chloroflexi  -REF-. | NO
8163885 | Actinobacteria | drought | maize | This is supported by evidence presented in this study, including: 1 reduced iron uptake by the sorghum root during drought, 2 the abundance of iron metabolism genes in enriched Actinobacteria, 3 induced Actinobacterial enrichment in a mutant maize line with reduced iron uptake, and 4 loss of Actinobacterial enrichment in drought-stressed roots upon application of iron. | NO
10766110 | Bacillus | salt | alfalfa | The higher abundance of Bacillus, Ensifer, and Pseudomonas in the rhizosphere of salt-tolerant alfalfa varieties is crucial in determining their elevated salt tolerance. | NO
8163885 | Actinobacteria | drought-stressed | sorghum | This is supported by evidence presented in this study, including: 1 reduced iron uptake by the sorghum root during drought, 2 the abundance of iron metabolism genes in enriched Actinobacteria, 3 induced Actinobacterial enrichment in a mutant maize line with reduced iron uptake, and 4 loss of Actinobacterial enrichment in drought-stressed roots upon application of iron. | NO
11361983 | Proteobacteria | high temperature | Phalaenopsis aphrodite | 4.4         The impact of high temperature stress on endophytic bacteria in the root system of Phalaenopsis aphrodite and its relationship with the physiological characteristics of Phalaenopsis aphrodite and the production of negative oxygen ions         The experimental results show that the abundances of the bacteria Bacillus, Proteobacteria, and Pseudomonas are significantly positively correlated with chlorophyll content. | NO
10090257 | Streptomyces | drought | rice | The relative abundance of Marmoricola, Streptomyces, Sideroxydans and Candidatus_Solibacter was greater under drought for both rice genotypes, while that of Anaeromyxobacter was lower in the drought treatment Fig. | NO
11361983 | Acetobacteraceae | High temperature | Phalaenopsis aphrodite | High temperature stress alters the abundance of endophytic bacteria such as Acetobacteraceae, Pseudomonas, Bacillus, Enterobacteriaceae  -REF-, and endophytic fungi such as Rhodotorula, Talaromyces, and Blastobotrys in the roots of Phalaenopsis aphrodite, which may favor the increased levels of Pro and chlorophyll in the leaves of Phalaenopsis aphrodite. | NO
10766110 | Pseudomonas | salt | alfalfa | The higher abundance of Bacillus, Ensifer, and Pseudomonas in the rhizosphere of salt-tolerant alfalfa varieties is crucial in determining their elevated salt tolerance. | NO
10766110 | Ensifer | salt | alfalfa | The higher abundance of Bacillus, Ensifer, and Pseudomonas in the rhizosphere of salt-tolerant alfalfa varieties is crucial in determining their elevated salt tolerance. | NO
10327542 | Firmicutes | drought | apple | Interestingly, the 4-MU inoculation significantly promoted the increase in the relative abundance of bacterial phylum Actinobacteria, Firmicutes, and Chloroflexi, implying the significant roles of 4-MU in drought resistance in apple rootstock via reshaping bacterial communities in rhizosphere. | NO
8184954 | Enterobacteriaceae | drought | wheat | In DSL under DC, the three most abundant families were Enterobacteriaceae 9.0% 31.6%, Burkholderiaceae 8.8% and Chitinophagaceae 6.7%.Figure 3Comparison of the microbiomes normalised percent abundance of wheat plants under drought and rainfed conditions DSU-DT—drought susceptible lines under drought conditions, DTO—DT drought tolerant lines under drought conditions, DSU-RF—drought susceptible under rainfed conditions and DTO-RF—drought tolerant under rainfed conditions at the family level. | NO
8163885 | Actinobacteria | drought-stressed | maize | This is supported by evidence presented in this study, including: 1 reduced iron uptake by the sorghum root during drought, 2 the abundance of iron metabolism genes in enriched Actinobacteria, 3 induced Actinobacterial enrichment in a mutant maize line with reduced iron uptake, and 4 loss of Actinobacterial enrichment in drought-stressed roots upon application of iron. | NO
8184954 | Chitinophagaceae | drought | wheat | In DSL under DC, the three most abundant families were Enterobacteriaceae 9.0% 31.6%, Burkholderiaceae 8.8% and Chitinophagaceae 6.7%.Figure 3Comparison of the microbiomes normalised percent abundance of wheat plants under drought and rainfed conditions DSU-DT—drought susceptible lines under drought conditions, DTO—DT drought tolerant lines under drought conditions, DSU-RF—drought susceptible under rainfed conditions and DTO-RF—drought tolerant under rainfed conditions at the family level. | NO
9456345 | Actinobacteria | drought | barley | Compared with the non-stress control, drought increased the relative abundance of Actinobacteria phylum in barley rhizosphere regardless of melatonin treatments. | NO
10327542 | Chloroflexi | drought | apple | Interestingly, the 4-MU inoculation significantly promoted the increase in the relative abundance of bacterial phylum Actinobacteria, Firmicutes, and Chloroflexi, implying the significant roles of 4-MU in drought resistance in apple rootstock via reshaping bacterial communities in rhizosphere. | NO
10090257 | Anaeromyxobacter | drought | rice | The relative abundance of Marmoricola, Streptomyces, Sideroxydans and Candidatus_Solibacter was greater under drought for both rice genotypes, while that of Anaeromyxobacter was lower in the drought treatment Fig. | NO
11361983 | Bacillus | High temperature | Phalaenopsis aphrodite | High temperature stress alters the abundance of endophytic bacteria such as Acetobacteraceae, Pseudomonas, Bacillus, Enterobacteriaceae  -REF-, and endophytic fungi such as Rhodotorula, Talaromyces, and Blastobotrys in the roots of Phalaenopsis aphrodite, which may favor the increased levels of Pro and chlorophyll in the leaves of Phalaenopsis aphrodite. | NO
10090257 | Marmoricola | drought | rice | The relative abundance of Marmoricola, Streptomyces, Sideroxydans and Candidatus_Solibacter was greater under drought for both rice genotypes, while that of Anaeromyxobacter was lower in the drought treatment Fig. | NO
10381829 | Trichoderma longibrachiatum | drought | Pinus massoniana | In the present study, Trichoderma longibrachiatum application resulted in significant differences in the composition and diversity of the bacterial and fungal communities in the Pinus massoniana rhizosphere compared with those of the −T treatment and significantly enhanced the relative abundance of the dominant phyla, including Proteobacteria and Mortierellomycota, under drought stress. | NO
10691024 | Rhizobiales | drought | alfalfa | Under drought, Rhizobiales were enriched in MONI rhizosphere whereas in other studies, it was Acidobacteria in tolerant alfalfa  -REF-, and Bacilli in tolerant sugarcane  -REF-. | NO
8426455 | Deltaproteobacteria | drought | rice | reported a root-associated community in rice in which several OTUs belonging to the phyla Actinobacteria and Chloroflexi were significantly enriched under drought, whereas OTUs from the phylum Acidobacteria and classes Deltaproteobacteria were generally depleted Santos-Medellin et al. | NO
10691024 | Bacilli | drought | alfalfa | Under drought, Rhizobiales were enriched in MONI rhizosphere whereas in other studies, it was Acidobacteria in tolerant alfalfa  -REF-, and Bacilli in tolerant sugarcane  -REF-. | NO
11361983 | Conexibacter | high temperature | Phalaenopsis aphrodite | As shown in  Figure 3C , under high temperature stress, Phalaenopsis aphrodite root endophytic bacteria, including Occallatibacter, Pseudonocardia, Conexibacter, Vermiphilaceae, Macrococccus, and RCP 2 _ 54, were significantly enriched at the genus level. | NO
8163885 | Pseudomonas syringae | drought | sorghum | For microbial inoculum, individual sorghum root-derived strains of Streptomyces coelicolor Sc1 a member of the phylum Actinobacteria or Pseudomonas syringae Ps1 a member of the phylum Proteobacteria that have been previously shown to be enriched and depleted under drought conditions, respectively, were applied independently -REF-. | NO
10691024 | Marmoricola | drought | barley | The analysis of acdS gene showed an enrichment of Marmoricola in the rhizosphere of drought stressed barley  -REF-. | NO
11361983 | Occallatibacter | high temperature | Phalaenopsis aphrodite | As shown in  Figure 3C , under high temperature stress, Phalaenopsis aphrodite root endophytic bacteria, including Occallatibacter, Pseudonocardia, Conexibacter, Vermiphilaceae, Macrococccus, and RCP 2 _ 54, were significantly enriched at the genus level. | NO
8184954 | Actinobacteria | drought | wheat | The enrichment of Actinobacteria is particularly prevalent in the root microbiome of wheat plants undergoing the early stages of drought stress -REF-. | NO
10691024 | Bacilli | drought | sugarcane | Under drought, Rhizobiales were enriched in MONI rhizosphere whereas in other studies, it was Acidobacteria in tolerant alfalfa  -REF-, and Bacilli in tolerant sugarcane  -REF-. | NO
8163885 | Proteobacteria | drought | sorghum | For microbial inoculum, individual sorghum root-derived strains of Streptomyces coelicolor Sc1 a member of the phylum Actinobacteria or Pseudomonas syringae Ps1 a member of the phylum Proteobacteria that have been previously shown to be enriched and depleted under drought conditions, respectively, were applied independently -REF-. | NO
8426455 | Chloroflexi | drought | rice | reported a root-associated community in rice in which several OTUs belonging to the phyla Actinobacteria and Chloroflexi were significantly enriched under drought, whereas OTUs from the phylum Acidobacteria and classes Deltaproteobacteria were generally depleted Santos-Medellin et al. | NO
8163885 | Actinobacteria | drought | sorghum | For microbial inoculum, individual sorghum root-derived strains of Streptomyces coelicolor Sc1 a member of the phylum Actinobacteria or Pseudomonas syringae Ps1 a member of the phylum Proteobacteria that have been previously shown to be enriched and depleted under drought conditions, respectively, were applied independently -REF-. | NO
10691024 | Actinobacteria | drought | sugarcane | These findings are in line with a study using sugarcane, where the authors demonstrated that when cultivated under optimal watering, the rhizosphere of a tolerant cultivar was rich in Actinobacteria and Alphaproteobacteria, while the sensitive cultivar was enriched in Actinobacteria solely under drought  -REF-. | NO
10691024 | Rhizobiales | drought | sugarcane | Under drought, Rhizobiales were enriched in MONI rhizosphere whereas in other studies, it was Acidobacteria in tolerant alfalfa  -REF-, and Bacilli in tolerant sugarcane  -REF-. | NO
8184954 | Actinobacteria | drought | wheat | Studies of microbiomes under drought conditions have highlighted the enrichment of Actinobacteria by 3.1-fold in wheat as well as a significant increase in agave -REF-, -REF-. | NO
9995459 | Pseudomonas | drought | alfalfa | Our study found that despite the differences between plant varieties and their bacterial taxa, for drought-tolerant or drought-sensitive alfalfa, both Pseudomonas and Novosphingobium were enriched in AH and QS under drought stress  -REF-. | NO
10785826 | Azospirillum | salt-stressed | rice | Finally, we identified nineteen GO terms that were significantly enriched in Azospirillum brasilense-treated salt-stressed rice. | NO
10691024 | Acidobacteria | drought | sugarcane | Under drought, Rhizobiales were enriched in MONI rhizosphere whereas in other studies, it was Acidobacteria in tolerant alfalfa  -REF-, and Bacilli in tolerant sugarcane  -REF-. | NO
10691024 | Acidobacteria | drought | alfalfa | Under drought, Rhizobiales were enriched in MONI rhizosphere whereas in other studies, it was Acidobacteria in tolerant alfalfa  -REF-, and Bacilli in tolerant sugarcane  -REF-. | NO
8426455 | Actinobacteria | drought | rice | reported a root-associated community in rice in which several OTUs belonging to the phyla Actinobacteria and Chloroflexi were significantly enriched under drought, whereas OTUs from the phylum Acidobacteria and classes Deltaproteobacteria were generally depleted Santos-Medellin et al. | NO
8163885 | Streptomyces coelicolor | drought | sorghum | For microbial inoculum, individual sorghum root-derived strains of Streptomyces coelicolor Sc1 a member of the phylum Actinobacteria or Pseudomonas syringae Ps1 a member of the phylum Proteobacteria that have been previously shown to be enriched and depleted under drought conditions, respectively, were applied independently -REF-. | NO
8076752 | Trichoderma | drought | rice | The exclusive expression of peroxidase and the enrichment of glutathione metabolism pathway in Trichoderma harzianum-primed rice cultivar as observed in our study indicate toward the involvement of glutathione peroxidase pathway active in antioxidation ROS formed due to drought stress. | NO
10766110 | Bacillus | salt | Alfalfa | Alfalfa, inherently possessing moderate salt tolerance  -REF-, indirectly demonstrates its capability through the substantial enrichment of Bacillus in the rhizosphere. | NO
8426455 | Acidobacteria | drought | rice | reported a root-associated community in rice in which several OTUs belonging to the phyla Actinobacteria and Chloroflexi were significantly enriched under drought, whereas OTUs from the phylum Acidobacteria and classes Deltaproteobacteria were generally depleted Santos-Medellin et al. | NO
10691024 | Streptomyces | drought | potato | While Streptomyces was enriched in drought-treated potato rhizosphere  -REF-, an inoculation assay of a strain of this genus to Sorghum bicolor reported its effective colonization of plant and root development under drought  -REF-. | NO
11361983 | Pseudonocardia | high temperature | Phalaenopsis aphrodite | As shown in  Figure 3C , under high temperature stress, Phalaenopsis aphrodite root endophytic bacteria, including Occallatibacter, Pseudonocardia, Conexibacter, Vermiphilaceae, Macrococccus, and RCP 2 _ 54, were significantly enriched at the genus level. | NO
10691024 | Alphaproteobacteria | drought | sugarcane | These findings are in line with a study using sugarcane, where the authors demonstrated that when cultivated under optimal watering, the rhizosphere of a tolerant cultivar was rich in Actinobacteria and Alphaproteobacteria, while the sensitive cultivar was enriched in Actinobacteria solely under drought  -REF-. | NO
9786959 | Cladosporium personatum | drought | Arachis stenosperma | Within its native genomic background Arachis stenosperma, AsTIR19 expression has been shown to be significantly increased upon infection by different pathogens Meloidogyne spp., Cladosporium personatum and S. sclerotiorum and UV radiation, and also in response to abiotic stresses drought, dehydration. | NO
9658302 | Actinobacteria | salt | groundnut | Evaluation of the impact of salt stress on groundnut growth and rhizosphere microbial community structure demonstrated that the Actinobacteria number decreased after salt treatment  -REF-. | NO
10012461 | Xanthomonadales | drought | Panicum | -REF- found that under drought the slower growing genotype of Panicum milianceaum L., just like the slower growing Stirling in this study, harboured more Lysobacter Xanthomonadales at flowering, indicating a potential role of some Xanthomonadales in stress-induced growth delay. | NO
9142908 | Trichoderma longibrachiatum | salinity | Maize | Trichoderma longibrachiatum MF, AM Fungi and Maize Performance           At harvest, the population density of Trichoderma longibrachiatum MF was significantly higher in the MF inoculated treatments than the non-inoculated treatments at all salinity conditions  -REF-. | NO
10974879 | Gemmatimonadota | salt | alfalfa | In addition, it was also revealed that REs may promote the growth of alfalfa under salt stress by regulating the bacterial community structure in the soil, such as increasing the proportion of bacteria such as Gemmatimonadota, increasing the availability of nitrogen in the soil, and improving the resistance and resilience of the ecosystem by enhancing the resistance and growth ability of plants. | NO
8184954 | Actinobacteria | drought | wheat | As previously reported in studies on the root microbiomes of wheat, and more than 30 other genetically divergent plant species, there was a marked increase in Actinobacteria in the microbiomes of genetically distinct wheat lines when subjected to drought stress -REF-, -REF-, -REF-, -REF-, -REF-. | NO
8614786 | Klebsiella | drought | wheat | Likewise, drought tolerating PGPR strains viz., Flavobacterium sp., E. ludwigi, and Klebsiella sp., successfully colonized the surface and interior roots of wheat plants even under drought stress as was observed by scanning microscopy  -REF-. | NO
9687558 | Labrenzia aggregata | saline conditions | palms | For example, Labrenzia aggregata was identified in date palms as an endophytic differentially-accumulated bacterium under saline conditions  -REF-. | NO
8614786 | Flavobacterium | drought | wheat | Likewise, drought tolerating PGPR strains viz., Flavobacterium sp., E. ludwigi, and Klebsiella sp., successfully colonized the surface and interior roots of wheat plants even under drought stress as was observed by scanning microscopy  -REF-. | NO
9600683 | Rhodomonas | drought | Rhodomonas irregularis | Since strigolactones are known as host identification signals for arbuscular mycorrhiza AM fungi, this implies that they operate as a “call for help” signal and start a positive feedback loop of Rhodomonas irregularis colonization that increases host plant tolerance to drought conditions  -REF-. | NO
10055107 | Trichoderma harzianum | salinity | tomato | -REF- find that stress, caused by wounding, salinity or disease, alters tomato root exudates, especially in the levels of oxylipins, to promote growth and attraction of a protective fungus, Trichoderma harzianum. | NO
8184954 | Pantoea | drought | wheat | Pantoea and Pseudomonas were more prevalent under rainfed conditions RF comprising 43.8% and 26.8% of isolates, respectively, rather than 12.6% and 9.5% of isolates from drought conditions DT.Figure 1Bacteria isolated from the seeds a of drought tolerant lines DTO and drought susceptible lines DSU and b from wheat under either drought DT and rainfed conditions RF. | NO
9430913 | Bacillus amyloliquefaciens | drought | Arabidopsis thaliana | showed that the EPS-encoding gene clusters plays a vital role in the colonization of roots by Bacillus amyloliquefaciens FZB42 and induces systemic drought tolerance in Arabidopsis thaliana  -REF-. | NO
8184954 | Actinobacteria | drought | wheat | This phenomenon was mirrored in the cultured microbiome where isolates from genera belonging to Actinobacteria represented almost all microbes cultured from drought tolerant wheat lines, including Curtobacterium flaccumfaciens Microbacteriaceae and Arthrobacter sp. | NO
10691024 | Proteobacteria | drought | alfalfa | However, for other plants species, different response patterns were found including alfalfa where in the rhizosphere of the tolerant cultivar grown under well-watered conditions, Proteobacteria and Bacteroidetes were prevalent and increased under drought in the sensitive cultivar  -REF-. | NO
10691024 | Bacteroidetes | drought | alfalfa | However, for other plants species, different response patterns were found including alfalfa where in the rhizosphere of the tolerant cultivar grown under well-watered conditions, Proteobacteria and Bacteroidetes were prevalent and increased under drought in the sensitive cultivar  -REF-. | NO
8184954 | Pseudomonas | drought | wheat | Pantoea and Pseudomonas were more prevalent under rainfed conditions RF comprising 43.8% and 26.8% of isolates, respectively, rather than 12.6% and 9.5% of isolates from drought conditions DT.Figure 1Bacteria isolated from the seeds a of drought tolerant lines DTO and drought susceptible lines DSU and b from wheat under either drought DT and rainfed conditions RF. | NO
9878403 | Azospirillum brasilense | salinity | wheat | Additionally, Azospirillum brasilense adhesion to the roots of maize and wheat was diminished by high salinity. | NO
8184954 | Curtobacterium flaccumfaciens | drought | wheat | This phenomenon was mirrored in the cultured microbiome where isolates from genera belonging to Actinobacteria represented almost all microbes cultured from drought tolerant wheat lines, including Curtobacterium flaccumfaciens Microbacteriaceae and Arthrobacter sp. | NO
