6987256 | Pantoea alhagi | salt | rice | Therefore, we speculate that the ability of Pantoea alhagi NX-11 to enhance the salt tolerance of rice seedlings is related to the EPSs it produces. | YES
11284086 | Azotobacter chroococcum | salinity | maize | Similarly, applying Azospirillum lipoferum or Azotobacter chroococcum to maize plants enhanced the activity of CAT and POX POD, showcasing their positive regulatory roles in salinity tolerance -REF-. | YES
11233480 | Crinivirus | drought | tomato | -REF- showed that in tomato plants, tolerance to drought was achieved by TYLCV and Crinivirus RNA virus Tomato chlorosis virus ToCV mediated induced expression of cellulose synthase genes Ces-A2, Csl-D3,2, and Csl-D3,1 Mirzayeva et al. | YES
10027718 | Pseudomonas alcaliphila | salt | rice | However, there is little knowledges of how the Pseudomonas alcaliphila strain Ej2 help rice plants alleviate salt stress. | YES
7933552 | Aspergillus aculeatus | drought | perennial ryegrass | According to our results, we propose four important Aspergillus aculeatus-mediated mechanisms of perennial ryegrass response to drought and heat stress: 1 Aspergillus aculeatus can regulate hormone homeostasis, 2 reduced the damage to photosynthetic system of plants induced by drought and heat stress, 3 reduced oxidative damage of plants induced by drought and heat stress, 4 altered gene expression levels related to drought and heat stress. | YES
11284086 | Curtobacterium albidum | salinity | rice | Application of Curtobacterium albidum strain SRV4 in rice under salinity showed the higher activity of antioxidant enzymes, including CAT and SOD, and provided tolerance to salinity compared to non-inoculated plants -REF-. | YES
10652019 | Streptomyces iranensis | drought | barley | Results Abiotic stress-mitigating activities exhibited by Streptomyces iranensis The promotion of barley growth induced by Streptomyces iranensis was tested under multiple abiotic stresses including osmotic, salinity and drought. | YES
9608499 | Bacillus | salt | wheat | Salt Stress Alleviation and Plant Growth Promotion by Bacillus Strains Seven days’ wheat seedlings were transplanted into pots containing sterilised soil of equal size placed in a greenhouse. | YES
8426455 | Actinobacteria | drought | Oryza longistaminata | This study demonstrates that drought-tolerant wild rice Oryza longistaminata made aboveground–belowground patterns to overcome drought stress, including enrichment of Actinobacteria in belowground compartments, highlights the important role of the stochastic assembly process in governing the microbial community assembly, and points out the important role of drought-negative response taxa in maintaining belowground microbial community stability under drought disturbance, and have implications relevant to drought protection strategies using root-associated microbiota. | YES
6780275 | Bacillus | cold | wheat | The inoculated strains CJCL2 and RJGP41 were also able to upregulate the expression levels of genes responsible for producing important plant growth hormones such cytokinin CKX2, auxin ARF, alpha expansin exPA1, and ethylene ERF under cold stress whereas all three Bacillus strains showed up-regulation in the genes of these phytohormones at optimum temperature for wheat growth. | YES
7691295 | Achromobacter piechaudii | salt | Solanum lycopersicum | ACC deaminase producing Achromobacter piechaudii ARV8 conferred IST against salt in Solanum lycopersicum -REF-. | YES
7691295 | Phyllobacterium brassicacearum | osmotic stress | Arabidopsis thaliana | PGPB Phyllobacterium brassicacearum STM196 improved osmotic stress tolerance in Arabidopsis thaliana by increasing ABA content, thus inducing a reduction in leaf transpiration -REF-. | YES
7933552 | Aspergillus aculeatus | heat | perennial ryegrass | Here, the protective effects of Aspergillus aculeatus on OJIP fluorescence transient of perennial ryegrass subjected to heat stress are shown in -REF-, -REF-. | YES
8426455 | Actinobacteria | drought | wild rice | This study demonstrates that drought-tolerant wild rice Oryza longistaminata made aboveground–belowground patterns to overcome drought stress, including enrichment of Actinobacteria in belowground compartments, highlights the important role of the stochastic assembly process in governing the microbial community assembly, and points out the important role of drought-negative response taxa in maintaining belowground microbial community stability under drought disturbance, and have implications relevant to drought protection strategies using root-associated microbiota. | YES
7933552 | Aspergillus | heat | perennial ryegrass | According to our results, we propose four important Aspergillus aculeatus-mediated mechanisms of perennial ryegrass response to drought and heat stress: 1 Aspergillus aculeatus can regulate hormone homeostasis, 2 reduced the damage to photosynthetic system of plants induced by drought and heat stress, 3 reduced oxidative damage of plants induced by drought and heat stress, 4 altered gene expression levels related to drought and heat stress. | YES
8071382 | Rhizoglomus clarum | drought | tomato | Rhizoglomus clarum encouraged higher growth in colonized tomato plants aerial biomass than in root biomass under drought stress -REF- because AM colonization causes a proportionally greater allocation of carbohydrates to the shoot than to the root tissues -REF-. | YES
10534068 | Nocardioides | salt | wheat | The transcript profiles indicate involvement of ABA as predominantly functioning pathway for Nocardioides sp.–mediated salt stress management in early wheat. | YES
9814130 | Bacillus proteolyticus | salinity | common bean | Considering the two experimental set ups in normal condition and salinity stress, the effect of Bacillus proteolyticus Cyn1 and the consortium of both Cyn1 and Cyn2 was found to be best improving the growth of the common bean. | YES
8891170 | Aspergillus terreus | saline conditions | maize | Our current findings indicated that Aspergillus terreus established a more significant symbiotic relationship with maize than rice under saline conditions producing phytohormones, showing the possibility of using endophytic microbe in salt-affected soil. | YES
8416046 | Bacillus amyloliquefaciens | salt | maize | For instance, overexpression of NHX encoding a tonoplast Na+/H+ antiporter enhanced salt tolerance of Arabidopsis plants Zhang and Blumwald, -REF-, while its expression can be induced by inoculations with Bacillus amyloliquefaciens in maize Chen et al., -REF- and Arabidopsis Liu et al., -REF-, but not in rice Nautiyal et al., -REF-, indicating that transcriptome responses are species-dependent. | YES
9445558 | Bacillus subtilis | salinity | safflower | Bacillus subtilis is also known as PSB which improved safflower growth and protects plants from salinity stress as reported by Zhang et al. | YES
10282843 | Trichoderma longibrachiatum SMF2 | thermotolerance | Lanzhou lily | Discussion TKs from Trichoderma longibrachiatum SMF2 enhanced tolerance to HS on Lanzhou lily HS is becoming one of the major limiting factors for food security due to global warming, so it is necessary to take effective measures to improve plant thermotolerance. | YES
9814130 | Bacillus proteolyticus | salinity | common bean | As both the isolated PGPB Bacillus proteolyticus Cyn1 and Bacillus safensis Cyn2 have shown healthy and improved plant growth related to their different plant-growth-promoting traits and abiotic stress tolerance and helped to grow healthy common bean plant by decreasing the level of toxicity under salinity stress; hence, these isolated bacteria can be used in circular bioeconomy in the near future in the agricultural industry. | YES
9608499 | Bacillus | salinity | wheat | The ABA level was noticed to be high in plants grown under saline conditions but wheat plants inoculated with halophilic strains were observed to have decreased ABA levels for the purpose of mitigating salinity stress that supports the previous findings of ABA level reduction in inoculated Bacillus strains plants facing salt stress -REF-. | YES
9814130 | Bacillus safensis | salinity | common bean | As both the isolated PGPB Bacillus proteolyticus Cyn1 and Bacillus safensis Cyn2 have shown healthy and improved plant growth related to their different plant-growth-promoting traits and abiotic stress tolerance and helped to grow healthy common bean plant by decreasing the level of toxicity under salinity stress; hence, these isolated bacteria can be used in circular bioeconomy in the near future in the agricultural industry. | YES
8840115 | Enterobacter cloacae | salinity | maize | The results revealed the promising effects of Enterobacter cloacae PM23 inoculation on all parameters of maize plants under normal as well as salinity stress 300, 600, and 900 mM NaCl. | YES
10766110 | Bacillus | salinity | alfalfa | Clearly, the abundance of Bacillus, particularly specific species, appears to be associated with the adaptability of alfalfa varieties to salinity, as indicated by our results. | YES
10766110 | Pseudomonas | salinity | alfalfa | It is suggested that salt-tolerant alfalfa varieties can provide more carbon sources to the rhizosphere, enriching more effective plant growth-promoting bacteria PGPB such as Pseudomonas to mitigate salinity stress. | YES
